(pytorch) ubuntu@ip-172-31-57-133:~/chronos-forecasting-oracle/scripts$ CUDA_VISIBLE_DEVICES=0 python training/train.py --config /home/ubuntu/chronos-forecasting-oracle/scripts/training/configs/chronos-tiny-336-48-8_000-alpha.yaml
2024-07-29 15:53:17,556 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - TF32 format is only available on devices with compute capability >= 8. Setting tf32 to False.
2024-07-29 15:53:17,556 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Using SEED: 1231017840
2024-07-29 15:53:17,558 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Logging dir: output/run-0
2024-07-29 15:53:17,558 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Loading and filtering 1 datasets for training: ['/home/ubuntu/chronos-forecasting-oracle/data/agile_octopus_london_alpha_2_weeks.arrow']
2024-07-29 15:53:17,558 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Mixing probabilities: [1.0]
2024-07-29 15:53:17,559 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Initializing model
2024-07-29 15:53:17,559 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Using random initialization
The speedups for torchdynamo mostly come wih GPU Ampere or higher and which is not detected here.
max_steps is given, it will override any value given in num_train_epochs
2024-07-29 15:53:18,170 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Training
{'loss': 8.2534, 'grad_norm': 0.09599218517541885, 'learning_rate': 0.00099375, 'epoch': 0.01}                                              
{'loss': 3.7573, 'grad_norm': 0.2272617369890213, 'learning_rate': 0.00090625, 'epoch': 0.09}                                               
{'loss': 3.5765, 'grad_norm': 0.27554404735565186, 'learning_rate': 0.0009000000000000001, 'epoch': 0.1}                                    
{'loss': 3.3527, 'grad_norm': 0.33136656880378723, 'learning_rate': 0.00089375, 'epoch': 0.11}                                              
{'loss': 3.1704, 'grad_norm': 0.21222379803657532, 'learning_rate': 0.0008874999999999999, 'epoch': 0.11}                                   
{'loss': 3.0084, 'grad_norm': 0.27104806900024414, 'learning_rate': 0.00088125, 'epoch': 0.12}                                              
{'loss': 2.825, 'grad_norm': 0.306488960981369, 'learning_rate': 0.000875, 'epoch': 0.12}                                                   
{'loss': 2.6646, 'grad_norm': 0.31889814138412476, 'learning_rate': 0.0008687500000000001, 'epoch': 0.13}                                   
{'loss': 2.5156, 'grad_norm': 0.33087843656539917, 'learning_rate': 0.0008625000000000001, 'epoch': 0.14}                                   
{'loss': 2.3657, 'grad_norm': 0.36234039068222046, 'learning_rate': 0.00085625, 'epoch': 0.14}                                              
{'loss': 2.2162, 'grad_norm': 0.39582496881484985, 'learning_rate': 0.00085, 'epoch': 0.15}                                                 
{'loss': 2.1243, 'grad_norm': 0.4480721950531006, 'learning_rate': 0.00084375, 'epoch': 0.16}                                               
{'loss': 1.9639, 'grad_norm': 0.444683700799942, 'learning_rate': 0.0008375, 'epoch': 0.16}                                                 
{'loss': 1.8762, 'grad_norm': 0.4392201900482178, 'learning_rate': 0.0008312500000000001, 'epoch': 0.17}                                    
{'loss': 1.7716, 'grad_norm': 0.40018177032470703, 'learning_rate': 0.000825, 'epoch': 0.17}                                                
{'loss': 1.6457, 'grad_norm': 0.4393869936466217, 'learning_rate': 0.00081875, 'epoch': 0.18}                                               
{'loss': 1.5668, 'grad_norm': 0.4581194519996643, 'learning_rate': 0.0008125000000000001, 'epoch': 0.19}                                    
{'loss': 1.4842, 'grad_norm': 0.4058140516281128, 'learning_rate': 0.00080625, 'epoch': 0.19}                                               
{'loss': 1.4221, 'grad_norm': 0.483428418636322, 'learning_rate': 0.0008, 'epoch': 0.2}                                                     
{'loss': 1.3437, 'grad_norm': 0.4618244767189026, 'learning_rate': 0.00079375, 'epoch': 0.21}                                               
{'loss': 1.2897, 'grad_norm': 0.46982088685035706, 'learning_rate': 0.0007875, 'epoch': 0.21}                                               
{'loss': 1.2048, 'grad_norm': 0.4863327145576477, 'learning_rate': 0.00078125, 'epoch': 0.22}                                               
{'loss': 1.1525, 'grad_norm': 0.4327215552330017, 'learning_rate': 0.0007750000000000001, 'epoch': 0.23}                                    
{'loss': 1.1, 'grad_norm': 0.43763095140457153, 'learning_rate': 0.00076875, 'epoch': 0.23}                                                 
{'loss': 1.0343, 'grad_norm': 0.4670902192592621, 'learning_rate': 0.0007624999999999999, 'epoch': 0.24}                                    
{'loss': 0.9844, 'grad_norm': 0.4677627980709076, 'learning_rate': 0.00075625, 'epoch': 0.24}                                               
{'loss': 0.9728, 'grad_norm': 0.5218617916107178, 'learning_rate': 0.00075, 'epoch': 0.25}                                                  
{'loss': 0.9389, 'grad_norm': 0.4728618562221527, 'learning_rate': 0.00074375, 'epoch': 0.26}                                               
{'loss': 0.8838, 'grad_norm': 0.5470054149627686, 'learning_rate': 0.0007375000000000001, 'epoch': 0.26}                                    
{'loss': 0.8635, 'grad_norm': 0.4243176281452179, 'learning_rate': 0.00073125, 'epoch': 0.27}                                               
{'loss': 0.8381, 'grad_norm': 0.4983800947666168, 'learning_rate': 0.000725, 'epoch': 0.28}                                                 
{'loss': 0.8023, 'grad_norm': 0.5332600474357605, 'learning_rate': 0.00071875, 'epoch': 0.28}                                               
{'loss': 0.7769, 'grad_norm': 0.5224674940109253, 'learning_rate': 0.0007125, 'epoch': 0.29}                                                
{'loss': 0.7563, 'grad_norm': 0.4533703327178955, 'learning_rate': 0.0007062500000000001, 'epoch': 0.29}                                    
{'loss': 0.7321, 'grad_norm': 0.5139030814170837, 'learning_rate': 0.0007, 'epoch': 0.3}                                                    
{'loss': 0.7136, 'grad_norm': 0.5188442468643188, 'learning_rate': 0.00069375, 'epoch': 0.31}                                               
{'loss': 0.6927, 'grad_norm': 0.4954397678375244, 'learning_rate': 0.0006875, 'epoch': 0.31}                                                
{'loss': 0.675, 'grad_norm': 0.4713590443134308, 'learning_rate': 0.00068125, 'epoch': 0.32}                                                
{'loss': 0.6638, 'grad_norm': 0.4925381541252136, 'learning_rate': 0.000675, 'epoch': 0.33}                                                 
{'loss': 0.6501, 'grad_norm': 0.5115794539451599, 'learning_rate': 0.00066875, 'epoch': 0.33}                                               
{'loss': 0.6524, 'grad_norm': 0.5040227770805359, 'learning_rate': 0.0006625, 'epoch': 0.34}                                                
{'loss': 0.6114, 'grad_norm': 0.40075016021728516, 'learning_rate': 0.00065625, 'epoch': 0.34}                                              
{'loss': 0.5996, 'grad_norm': 0.4715745151042938, 'learning_rate': 0.0006500000000000001, 'epoch': 0.35}                                    
{'loss': 0.5963, 'grad_norm': 0.546543538570404, 'learning_rate': 0.00064375, 'epoch': 0.36}                                                
{'loss': 0.5794, 'grad_norm': 0.5216814875602722, 'learning_rate': 0.0006374999999999999, 'epoch': 0.36}                                    
{'loss': 0.5783, 'grad_norm': 0.4839549958705902, 'learning_rate': 0.00063125, 'epoch': 0.37}                                               
{'loss': 0.5658, 'grad_norm': 0.4818575382232666, 'learning_rate': 0.000625, 'epoch': 0.38}                                                 
{'loss': 0.5445, 'grad_norm': 0.4748634696006775, 'learning_rate': 0.00061875, 'epoch': 0.38}                                               
{'loss': 0.5388, 'grad_norm': 0.45028895139694214, 'learning_rate': 0.0006125000000000001, 'epoch': 0.39}                                   
{'loss': 0.5305, 'grad_norm': 0.4212864339351654, 'learning_rate': 0.00060625, 'epoch': 0.39}                                               
{'loss': 0.5205, 'grad_norm': 0.48015478253364563, 'learning_rate': 0.0006, 'epoch': 0.4}                                                   
{'loss': 0.5166, 'grad_norm': 0.5114849805831909, 'learning_rate': 0.00059375, 'epoch': 0.41}                                               
{'loss': 0.508, 'grad_norm': 0.3941650688648224, 'learning_rate': 0.0005875, 'epoch': 0.41}                                                 
{'loss': 0.5091, 'grad_norm': 0.5147479176521301, 'learning_rate': 0.0005812500000000001, 'epoch': 0.42}                                    
{'loss': 0.4934, 'grad_norm': 0.48032259941101074, 'learning_rate': 0.000575, 'epoch': 0.42}                                                
{'loss': 0.4875, 'grad_norm': 0.5508254766464233, 'learning_rate': 0.00056875, 'epoch': 0.43}                                               
{'loss': 0.4734, 'grad_norm': 0.47924304008483887, 'learning_rate': 0.0005625000000000001, 'epoch': 0.44}                                   
{'loss': 0.4925, 'grad_norm': 0.47096797823905945, 'learning_rate': 0.00055625, 'epoch': 0.44}                                              
{'loss': 0.4795, 'grad_norm': 0.4015507996082306, 'learning_rate': 0.00055, 'epoch': 0.45}                                                  
{'loss': 0.4706, 'grad_norm': 0.48435908555984497, 'learning_rate': 0.00054375, 'epoch': 0.46}                                              
{'loss': 0.469, 'grad_norm': 0.5635468363761902, 'learning_rate': 0.0005375, 'epoch': 0.46}                                                 
{'loss': 0.4588, 'grad_norm': 0.4240591526031494, 'learning_rate': 0.00053125, 'epoch': 0.47}                                               
{'loss': 0.4501, 'grad_norm': 0.471486896276474, 'learning_rate': 0.0005250000000000001, 'epoch': 0.47}                                     
{'loss': 0.4557, 'grad_norm': 0.5072925686836243, 'learning_rate': 0.00051875, 'epoch': 0.48}                                               
{'loss': 0.4488, 'grad_norm': 0.4846518635749817, 'learning_rate': 0.0005124999999999999, 'epoch': 0.49}                                    
{'loss': 0.4417, 'grad_norm': 0.4031444787979126, 'learning_rate': 0.00050625, 'epoch': 0.49}                                               
{'loss': 0.4331, 'grad_norm': 0.44835591316223145, 'learning_rate': 0.0005, 'epoch': 0.5}                                                   
{'loss': 0.4258, 'grad_norm': 0.5373079180717468, 'learning_rate': 0.00049375, 'epoch': 0.51}                                               
{'loss': 0.4246, 'grad_norm': 0.42789721488952637, 'learning_rate': 0.0004875, 'epoch': 0.51}                                               
{'loss': 0.4208, 'grad_norm': 0.458732008934021, 'learning_rate': 0.00048125, 'epoch': 0.52}                                                
{'loss': 0.4134, 'grad_norm': 0.506213903427124, 'learning_rate': 0.000475, 'epoch': 0.53}                                                  
{'loss': 0.4194, 'grad_norm': 0.4343845844268799, 'learning_rate': 0.00046875, 'epoch': 0.53}                                               
{'loss': 0.4059, 'grad_norm': 0.46829545497894287, 'learning_rate': 0.0004625, 'epoch': 0.54}                                               
{'loss': 0.4114, 'grad_norm': 0.4375130236148834, 'learning_rate': 0.00045625, 'epoch': 0.54}                                               
{'loss': 0.3934, 'grad_norm': 0.4565381705760956, 'learning_rate': 0.00045000000000000004, 'epoch': 0.55}                                   
{'loss': 0.3917, 'grad_norm': 0.4590267837047577, 'learning_rate': 0.00044374999999999997, 'epoch': 0.56}                                   
{'loss': 0.3892, 'grad_norm': 0.4331663250923157, 'learning_rate': 0.0004375, 'epoch': 0.56}                                                
{'loss': 0.3961, 'grad_norm': 0.45390260219573975, 'learning_rate': 0.00043125000000000005, 'epoch': 0.57}                                  
{'loss': 0.4039, 'grad_norm': 0.4355538785457611, 'learning_rate': 0.000425, 'epoch': 0.57}                                                 
{'loss': 0.3973, 'grad_norm': 0.48167937994003296, 'learning_rate': 0.00041875, 'epoch': 0.58}                                              
{'loss': 0.3771, 'grad_norm': 0.4496619403362274, 'learning_rate': 0.0004125, 'epoch': 0.59}                                                
{'loss': 0.3692, 'grad_norm': 0.4740627706050873, 'learning_rate': 0.00040625000000000004, 'epoch': 0.59}                                   {'loss': 0.3826, 'grad_norm': 0.43896356225013733, 'learning_rate': 0.0004, 'epoch': 0.6}                                                   
{'loss': 0.376, 'grad_norm': 0.4179669916629791, 'learning_rate': 0.00039375, 'epoch': 0.61}                                                
{'loss': 0.373, 'grad_norm': 0.3992711901664734, 'learning_rate': 0.00038750000000000004, 'epoch': 0.61}                                    
{'loss': 0.3661, 'grad_norm': 0.5136942267417908, 'learning_rate': 0.00038124999999999997, 'epoch': 0.62}                                   
{'loss': 0.3704, 'grad_norm': 0.4091406464576721, 'learning_rate': 0.000375, 'epoch': 0.62}                                                 
{'loss': 0.3741, 'grad_norm': 0.5371158719062805, 'learning_rate': 0.00036875000000000005, 'epoch': 0.63}                                   
{'loss': 0.3627, 'grad_norm': 0.4309271574020386, 'learning_rate': 0.0003625, 'epoch': 0.64}                                                
{'loss': 0.3651, 'grad_norm': 0.47524115443229675, 'learning_rate': 0.00035625, 'epoch': 0.64}                                              
{'loss': 0.3606, 'grad_norm': 0.471285879611969, 'learning_rate': 0.00035, 'epoch': 0.65}                                                   
{'loss': 0.3533, 'grad_norm': 0.41712480783462524, 'learning_rate': 0.00034375, 'epoch': 0.66}                                              
{'loss': 0.3565, 'grad_norm': 0.5149484872817993, 'learning_rate': 0.0003375, 'epoch': 0.66}                                                
{'loss': 0.3536, 'grad_norm': 0.4436168074607849, 'learning_rate': 0.00033125, 'epoch': 0.67}                                               
{'loss': 0.3569, 'grad_norm': 0.3735876679420471, 'learning_rate': 0.00032500000000000004, 'epoch': 0.68}                                   
{'loss': 0.3492, 'grad_norm': 0.3855494558811188, 'learning_rate': 0.00031874999999999997, 'epoch': 0.68}                                   
{'loss': 0.343, 'grad_norm': 0.4542533755302429, 'learning_rate': 0.0003125, 'epoch': 0.69}                                                 
{'loss': 0.3454, 'grad_norm': 0.3963911533355713, 'learning_rate': 0.00030625000000000004, 'epoch': 0.69}                                   
{'loss': 0.3361, 'grad_norm': 0.4460110366344452, 'learning_rate': 0.0003, 'epoch': 0.7}                                                    
{'loss': 0.3432, 'grad_norm': 0.39286330342292786, 'learning_rate': 0.00029375, 'epoch': 0.71}                                              
{'loss': 0.3368, 'grad_norm': 0.4411306381225586, 'learning_rate': 0.0002875, 'epoch': 0.71}                                                
{'loss': 0.3346, 'grad_norm': 0.46366801857948303, 'learning_rate': 0.00028125000000000003, 'epoch': 0.72}                                  
{'loss': 0.3284, 'grad_norm': 0.3685435950756073, 'learning_rate': 0.000275, 'epoch': 0.72}                                                 
{'loss': 0.3334, 'grad_norm': 0.48025164008140564, 'learning_rate': 0.00026875, 'epoch': 0.73}                                              
{'loss': 0.3299, 'grad_norm': 0.3881779611110687, 'learning_rate': 0.00026250000000000004, 'epoch': 0.74}                                   
{'loss': 0.3361, 'grad_norm': 0.5003681182861328, 'learning_rate': 0.00025624999999999997, 'epoch': 0.74}                                   
{'loss': 0.3235, 'grad_norm': 0.41555163264274597, 'learning_rate': 0.00025, 'epoch': 0.75}                                                 
{'loss': 0.327, 'grad_norm': 0.4099794924259186, 'learning_rate': 0.00024375, 'epoch': 0.76}                                                
{'loss': 0.3358, 'grad_norm': 0.41241031885147095, 'learning_rate': 0.0002375, 'epoch': 0.76}                                               
{'loss': 0.325, 'grad_norm': 0.38329431414604187, 'learning_rate': 0.00023125, 'epoch': 0.77}                                               
{'loss': 0.3153, 'grad_norm': 0.4250423014163971, 'learning_rate': 0.00022500000000000002, 'epoch': 0.78}                                   
{'loss': 0.3225, 'grad_norm': 0.3473580479621887, 'learning_rate': 0.00021875, 'epoch': 0.78}                                               
{'loss': 0.3222, 'grad_norm': 0.44423121213912964, 'learning_rate': 0.0002125, 'epoch': 0.79}                                               
{'loss': 0.3159, 'grad_norm': 0.4037483334541321, 'learning_rate': 0.00020625, 'epoch': 0.79}                                               
{'loss': 0.3101, 'grad_norm': 0.36936667561531067, 'learning_rate': 0.0002, 'epoch': 0.8}                                                   
{'loss': 0.3113, 'grad_norm': 0.4189307391643524, 'learning_rate': 0.00019375000000000002, 'epoch': 0.81}                                   
{'loss': 0.3131, 'grad_norm': 0.432049036026001, 'learning_rate': 0.0001875, 'epoch': 0.81}                                                 
{'loss': 0.3157, 'grad_norm': 0.3890295624732971, 'learning_rate': 0.00018125, 'epoch': 0.82}                                               
{'loss': 0.3158, 'grad_norm': 0.365378201007843, 'learning_rate': 0.000175, 'epoch': 0.82}                                                  
{'loss': 0.3196, 'grad_norm': 0.472825825214386, 'learning_rate': 0.00016875, 'epoch': 0.83}                                                
{'loss': 0.3058, 'grad_norm': 0.42142626643180847, 'learning_rate': 0.00016250000000000002, 'epoch': 0.84}                                  
{'loss': 0.3148, 'grad_norm': 0.42128220200538635, 'learning_rate': 0.00015625, 'epoch': 0.84}                                              
{'loss': 0.2966, 'grad_norm': 0.3882499933242798, 'learning_rate': 0.00015, 'epoch': 0.85}                                                  
{'loss': 0.3116, 'grad_norm': 0.41847774386405945, 'learning_rate': 0.00014375, 'epoch': 0.86}                                              
{'loss': 0.3018, 'grad_norm': 0.4080006182193756, 'learning_rate': 0.0001375, 'epoch': 0.86}                                                
{'loss': 0.3051, 'grad_norm': 0.402367502450943, 'learning_rate': 0.00013125000000000002, 'epoch': 0.87}                                    
{'loss': 0.3017, 'grad_norm': 0.4259324371814728, 'learning_rate': 0.000125, 'epoch': 0.88}                                                 
{'loss': 0.2988, 'grad_norm': 0.4296454191207886, 'learning_rate': 0.00011875, 'epoch': 0.88}                                               
{'loss': 0.2895, 'grad_norm': 0.3322082459926605, 'learning_rate': 0.00011250000000000001, 'epoch': 0.89}                                   
{'loss': 0.2965, 'grad_norm': 0.3723544478416443, 'learning_rate': 0.00010625, 'epoch': 0.89}                                               
{'loss': 0.2946, 'grad_norm': 0.47088423371315, 'learning_rate': 0.0001, 'epoch': 0.9}                                                      
{'loss': 0.2999, 'grad_norm': 0.45306679606437683, 'learning_rate': 9.375e-05, 'epoch': 0.91}                                               
{'loss': 0.3047, 'grad_norm': 0.4653056859970093, 'learning_rate': 8.75e-05, 'epoch': 0.91}                                                 
{'loss': 0.2978, 'grad_norm': 0.3446181118488312, 'learning_rate': 8.125000000000001e-05, 'epoch': 0.92}                                    
{'loss': 0.2866, 'grad_norm': 0.38753026723861694, 'learning_rate': 7.5e-05, 'epoch': 0.93}                                                 
{'loss': 0.2942, 'grad_norm': 0.48197615146636963, 'learning_rate': 6.875e-05, 'epoch': 0.93}                                               
{'loss': 0.2942, 'grad_norm': 0.3840976357460022, 'learning_rate': 6.25e-05, 'epoch': 0.94}                                                 
{'loss': 0.288, 'grad_norm': 0.34210097789764404, 'learning_rate': 5.6250000000000005e-05, 'epoch': 0.94}                                   
{'loss': 0.294, 'grad_norm': 0.39432597160339355, 'learning_rate': 5e-05, 'epoch': 0.95}                                                    
{'loss': 0.2914, 'grad_norm': 0.35192564129829407, 'learning_rate': 4.375e-05, 'epoch': 0.96}                                               
{'loss': 0.297, 'grad_norm': 0.3382769823074341, 'learning_rate': 3.75e-05, 'epoch': 0.96}                                                  
{'loss': 0.2982, 'grad_norm': 0.42489394545555115, 'learning_rate': 3.125e-05, 'epoch': 0.97}                                               
{'loss': 0.2943, 'grad_norm': 0.5013251304626465, 'learning_rate': 2.5e-05, 'epoch': 0.97}                                                  
{'loss': 0.2903, 'grad_norm': 0.40000876784324646, 'learning_rate': 1.875e-05, 'epoch': 0.98}                                               
{'loss': 0.2922, 'grad_norm': 0.35666972398757935, 'learning_rate': 1.25e-05, 'epoch': 0.99}                                                
{'loss': 0.2944, 'grad_norm': 0.3401143252849579, 'learning_rate': 6.25e-06, 'epoch': 0.99}                                                 
{'loss': 0.2867, 'grad_norm': 0.4484555125236511, 'learning_rate': 0.0, 'epoch': 1.0}                                                       
{'train_runtime': 1136.7279, 'train_samples_per_second': 225.208, 'train_steps_per_second': 7.038, 'train_loss': 1.1323444682359696, 'epoch': 1.0}
