{'loss': 8.2528, 'grad_norm': 0.09591274708509445, 'learning_rate': 0.0009975000000000001, 'epoch': 0.0}
{'loss': 2.9106, 'grad_norm': 0.31441229581832886, 'learning_rate': 0.0009525, 'epoch': 0.05}     
{'loss': 2.7279, 'grad_norm': 0.2463350147008896, 'learning_rate': 0.00095, 'epoch': 0.05}        
{'loss': 2.5759, 'grad_norm': 0.2715998589992523, 'learning_rate': 0.0009475, 'epoch': 0.05}      
{'loss': 2.4226, 'grad_norm': 0.30687835812568665, 'learning_rate': 0.000945, 'epoch': 0.06}      
{'loss': 2.2728, 'grad_norm': 0.42141568660736084, 'learning_rate': 0.0009425, 'epoch': 0.06}     
{'loss': 2.1202, 'grad_norm': 0.36937278509140015, 'learning_rate': 0.00094, 'epoch': 0.06}       
{'loss': 2.0129, 'grad_norm': 0.49892836809158325, 'learning_rate': 0.0009375, 'epoch': 0.06}     
{'loss': 1.8529, 'grad_norm': 0.387372225522995, 'learning_rate': 0.0009350000000000001, 'epoch': 0.07}
{'loss': 1.7658, 'grad_norm': 0.4658534824848175, 'learning_rate': 0.0009325000000000001, 'epoch': 0.07}
{'loss': 1.6577, 'grad_norm': 0.48104196786880493, 'learning_rate': 0.00093, 'epoch': 0.07}       
{'loss': 1.5291, 'grad_norm': 0.43292203545570374, 'learning_rate': 0.0009275, 'epoch': 0.07}     
{'loss': 1.46, 'grad_norm': 0.47319912910461426, 'learning_rate': 0.000925, 'epoch': 0.07}        
{'loss': 1.3775, 'grad_norm': 0.428344190120697, 'learning_rate': 0.0009225, 'epoch': 0.08}       
{'loss': 1.3085, 'grad_norm': 0.582510769367218, 'learning_rate': 0.00092, 'epoch': 0.08}         
{'loss': 1.2343, 'grad_norm': 0.4472222626209259, 'learning_rate': 0.0009175, 'epoch': 0.08}      
{'loss': 1.1786, 'grad_norm': 0.5843640565872192, 'learning_rate': 0.000915, 'epoch': 0.09}       
{'loss': 1.1018, 'grad_norm': 0.5392720103263855, 'learning_rate': 0.0009125, 'epoch': 0.09}      
{'loss': 1.0578, 'grad_norm': 0.4376952350139618, 'learning_rate': 0.00091, 'epoch': 0.09}        
{'loss': 0.9967, 'grad_norm': 0.42176681756973267, 'learning_rate': 0.0009075, 'epoch': 0.09}     
{'loss': 0.9433, 'grad_norm': 0.5227593183517456, 'learning_rate': 0.0009050000000000001, 'epoch': 0.1}
{'loss': 0.897, 'grad_norm': 0.41691142320632935, 'learning_rate': 0.0009025, 'epoch': 0.1}       
{'loss': 0.8866, 'grad_norm': 0.44489002227783203, 'learning_rate': 0.0009000000000000001, 'epoch': 0.1}
{'loss': 0.8569, 'grad_norm': 0.5076686143875122, 'learning_rate': 0.0008975, 'epoch': 0.1}       
{'loss': 0.8045, 'grad_norm': 0.5557429790496826, 'learning_rate': 0.0008950000000000001, 'epoch': 0.1}
{'loss': 0.7886, 'grad_norm': 0.4134089946746826, 'learning_rate': 0.0008925, 'epoch': 0.11}      
{'loss': 0.7716, 'grad_norm': 0.4662679433822632, 'learning_rate': 0.0008900000000000001, 'epoch': 0.11}
{'loss': 0.7347, 'grad_norm': 0.587200939655304, 'learning_rate': 0.0008874999999999999, 'epoch': 0.11}
{'loss': 0.7052, 'grad_norm': 0.48630353808403015, 'learning_rate': 0.000885, 'epoch': 0.12}      
{'loss': 0.6894, 'grad_norm': 0.38462406396865845, 'learning_rate': 0.0008824999999999999, 'epoch': 0.12}
{'loss': 0.668, 'grad_norm': 0.48610562086105347, 'learning_rate': 0.00088, 'epoch': 0.12}        
{'loss': 0.6484, 'grad_norm': 0.543549656867981, 'learning_rate': 0.0008774999999999999, 'epoch': 0.12}
{'loss': 0.6331, 'grad_norm': 0.5115883350372314, 'learning_rate': 0.000875, 'epoch': 0.12}       
{'loss': 0.6172, 'grad_norm': 0.4274824857711792, 'learning_rate': 0.0008725000000000001, 'epoch': 0.13}
{'loss': 0.6074, 'grad_norm': 0.47899943590164185, 'learning_rate': 0.00087, 'epoch': 0.13}       
{'loss': 0.5937, 'grad_norm': 0.4648229479789734, 'learning_rate': 0.0008675000000000001, 'epoch': 0.13}
{'loss': 0.5908, 'grad_norm': 0.497075617313385, 'learning_rate': 0.000865, 'epoch': 0.14}        
{'loss': 0.5571, 'grad_norm': 0.4253292977809906, 'learning_rate': 0.0008625000000000001, 'epoch': 0.14}
{'loss': 0.5527, 'grad_norm': 0.4310360848903656, 'learning_rate': 0.00086, 'epoch': 0.14}        
{'loss': 0.5419, 'grad_norm': 0.43271011114120483, 'learning_rate': 0.0008575000000000001, 'epoch': 0.14}
{'loss': 0.5262, 'grad_norm': 0.39892250299453735, 'learning_rate': 0.000855, 'epoch': 0.14}      
{'loss': 0.5285, 'grad_norm': 0.4678824543952942, 'learning_rate': 0.0008525000000000001, 'epoch': 0.15}
{'loss': 0.5202, 'grad_norm': 0.4903481900691986, 'learning_rate': 0.00085, 'epoch': 0.15}        
{'loss': 0.501, 'grad_norm': 0.38932281732559204, 'learning_rate': 0.0008475000000000001, 'epoch': 0.15}
{'loss': 0.4922, 'grad_norm': 0.4956822097301483, 'learning_rate': 0.0008449999999999999, 'epoch': 0.15}
{'loss': 0.4871, 'grad_norm': 0.42273980379104614, 'learning_rate': 0.0008425, 'epoch': 0.16}     
{'loss': 0.474, 'grad_norm': 0.5053789019584656, 'learning_rate': 0.00084, 'epoch': 0.16}         
{'loss': 0.4737, 'grad_norm': 0.48160845041275024, 'learning_rate': 0.0008375, 'epoch': 0.16}     
{'loss': 0.4693, 'grad_norm': 0.3778068423271179, 'learning_rate': 0.000835, 'epoch': 0.17}       
{'loss': 0.4711, 'grad_norm': 0.5091835260391235, 'learning_rate': 0.0008325, 'epoch': 0.17}      
{'loss': 0.4501, 'grad_norm': 0.441662073135376, 'learning_rate': 0.00083, 'epoch': 0.17}         
{'loss': 0.4517, 'grad_norm': 0.5157818794250488, 'learning_rate': 0.0008275, 'epoch': 0.17}      
{'loss': 0.4287, 'grad_norm': 0.44584009051322937, 'learning_rate': 0.000825, 'epoch': 0.17}      
{'loss': 0.4521, 'grad_norm': 0.43973344564437866, 'learning_rate': 0.0008225, 'epoch': 0.18}     
{'loss': 0.441, 'grad_norm': 0.39866986870765686, 'learning_rate': 0.00082, 'epoch': 0.18}        
{'loss': 0.4334, 'grad_norm': 0.44275349378585815, 'learning_rate': 0.0008175, 'epoch': 0.18}     
{'loss': 0.4273, 'grad_norm': 0.4742400348186493, 'learning_rate': 0.000815, 'epoch': 0.18}       
{'loss': 0.4223, 'grad_norm': 0.42777812480926514, 'learning_rate': 0.0008125000000000001, 'epoch': 0.19}
{'loss': 0.4162, 'grad_norm': 0.42603471875190735, 'learning_rate': 0.0008100000000000001, 'epoch': 0.19}
{'loss': 0.4185, 'grad_norm': 0.5433815121650696, 'learning_rate': 0.0008075000000000001, 'epoch': 0.19}
{'loss': 0.414, 'grad_norm': 0.3978533148765564, 'learning_rate': 0.000805, 'epoch': 0.2}         
{'loss': 0.4096, 'grad_norm': 0.5014622211456299, 'learning_rate': 0.0008025, 'epoch': 0.2}       
{'loss': 0.3932, 'grad_norm': 0.42433056235313416, 'learning_rate': 0.0008, 'epoch': 0.2}         
{'loss': 0.3908, 'grad_norm': 0.4599403440952301, 'learning_rate': 0.0007975, 'epoch': 0.2}       
{'loss': 0.3901, 'grad_norm': 0.3520737886428833, 'learning_rate': 0.000795, 'epoch': 0.2}        
{'loss': 0.385, 'grad_norm': 0.428630530834198, 'learning_rate': 0.0007925, 'epoch': 0.21}        
{'loss': 0.3789, 'grad_norm': 0.4242621064186096, 'learning_rate': 0.00079, 'epoch': 0.21}        
{'loss': 0.3845, 'grad_norm': 0.3953110873699188, 'learning_rate': 0.0007875, 'epoch': 0.21}      
{'loss': 0.377, 'grad_norm': 0.4433543384075165, 'learning_rate': 0.000785, 'epoch': 0.21}        
{'loss': 0.3806, 'grad_norm': 0.4446401000022888, 'learning_rate': 0.0007825, 'epoch': 0.22}      
{'loss': 0.3647, 'grad_norm': 0.38447442650794983, 'learning_rate': 0.0007800000000000001, 'epoch': 0.22}
{'loss': 0.3655, 'grad_norm': 0.41044992208480835, 'learning_rate': 0.0007775, 'epoch': 0.22}     
{'loss': 0.3597, 'grad_norm': 0.4143860638141632, 'learning_rate': 0.0007750000000000001, 'epoch': 0.23}
{'loss': 0.3667, 'grad_norm': 0.4295581579208374, 'learning_rate': 0.0007725, 'epoch': 0.23}      
{'loss': 0.3681, 'grad_norm': 0.4534415006637573, 'learning_rate': 0.0007700000000000001, 'epoch': 0.23}
{'loss': 0.3684, 'grad_norm': 0.5237886905670166, 'learning_rate': 0.0007675, 'epoch': 0.23}      
{'loss': 0.3509, 'grad_norm': 0.4667207896709442, 'learning_rate': 0.0007650000000000001, 'epoch': 0.23}
{'loss': 0.342, 'grad_norm': 0.4756133556365967, 'learning_rate': 0.0007624999999999999, 'epoch': 0.24}
{'loss': 0.3557, 'grad_norm': 0.46720239520072937, 'learning_rate': 0.00076, 'epoch': 0.24}       
{'loss': 0.3468, 'grad_norm': 0.29525259137153625, 'learning_rate': 0.0007574999999999999, 'epoch': 0.24}
{'loss': 0.3523, 'grad_norm': 0.5129926204681396, 'learning_rate': 0.000755, 'epoch': 0.24}       
{'loss': 0.3353, 'grad_norm': 0.39537784457206726, 'learning_rate': 0.0007524999999999999, 'epoch': 0.25}
{'loss': 0.3442, 'grad_norm': 0.4396394193172455, 'learning_rate': 0.00075, 'epoch': 0.25}        
{'loss': 0.3437, 'grad_norm': 0.45512717962265015, 'learning_rate': 0.0007475000000000001, 'epoch': 0.25}
{'loss': 0.3385, 'grad_norm': 0.45675501227378845, 'learning_rate': 0.000745, 'epoch': 0.26}      
{'loss': 0.3401, 'grad_norm': 0.4004572331905365, 'learning_rate': 0.0007425000000000001, 'epoch': 0.26}
{'loss': 0.3277, 'grad_norm': 0.4299023747444153, 'learning_rate': 0.00074, 'epoch': 0.26}        
{'loss': 0.3264, 'grad_norm': 0.3860180079936981, 'learning_rate': 0.0007375000000000001, 'epoch': 0.26}
{'loss': 0.3294, 'grad_norm': 0.463195264339447, 'learning_rate': 0.000735, 'epoch': 0.27}                                                  
{'loss': 0.3267, 'grad_norm': 0.442692369222641, 'learning_rate': 0.0007325000000000001, 'epoch': 0.27}                                     
{'loss': 0.3319, 'grad_norm': 0.40547671914100647, 'learning_rate': 0.00073, 'epoch': 0.27}                                                 
{'loss': 0.3222, 'grad_norm': 0.3515942096710205, 'learning_rate': 0.0007275000000000001, 'epoch': 0.27}                                    
{'loss': 0.3169, 'grad_norm': 0.4436744451522827, 'learning_rate': 0.000725, 'epoch': 0.28}                                                 
{'loss': 0.3203, 'grad_norm': 0.3510562479496002, 'learning_rate': 0.0007225, 'epoch': 0.28}                                                
{'loss': 0.3111, 'grad_norm': 0.47795069217681885, 'learning_rate': 0.0007199999999999999, 'epoch': 0.28}                                   
{'loss': 0.3182, 'grad_norm': 0.3934619426727295, 'learning_rate': 0.0007175, 'epoch': 0.28}                                                
{'loss': 0.3105, 'grad_norm': 0.4061419367790222, 'learning_rate': 0.000715, 'epoch': 0.28}                                                 
{'loss': 0.3108, 'grad_norm': 0.39377734065055847, 'learning_rate': 0.0007125, 'epoch': 0.29}                                               
{'loss': 0.3047, 'grad_norm': 0.37044212222099304, 'learning_rate': 0.00071, 'epoch': 0.29}                                                 
{'loss': 0.3073, 'grad_norm': 0.41855913400650024, 'learning_rate': 0.0007075, 'epoch': 0.29}                                               
{'loss': 0.3003, 'grad_norm': 0.38817834854125977, 'learning_rate': 0.000705, 'epoch': 0.29}                                                
{'loss': 0.3055, 'grad_norm': 0.4178929626941681, 'learning_rate': 0.0007025, 'epoch': 0.3}                                                 
{'loss': 0.2968, 'grad_norm': 0.3138523995876312, 'learning_rate': 0.0007, 'epoch': 0.3}                                                    
{'loss': 0.2968, 'grad_norm': 0.35469022393226624, 'learning_rate': 0.0006975, 'epoch': 0.3}                                                
{'loss': 0.3092, 'grad_norm': 0.38763192296028137, 'learning_rate': 0.000695, 'epoch': 0.3}                                                 
{'loss': 0.3007, 'grad_norm': 0.36760184168815613, 'learning_rate': 0.0006925, 'epoch': 0.31}                                               
{'loss': 0.2895, 'grad_norm': 0.36605313420295715, 'learning_rate': 0.00069, 'epoch': 0.31}                                                 
{'loss': 0.297, 'grad_norm': 0.33369043469429016, 'learning_rate': 0.0006875, 'epoch': 0.31}                                                
{'loss': 0.2972, 'grad_norm': 0.4253787696361542, 'learning_rate': 0.0006850000000000001, 'epoch': 0.32}                                    
{'loss': 0.2897, 'grad_norm': 0.3712356984615326, 'learning_rate': 0.0006825000000000001, 'epoch': 0.32}                                    
{'loss': 0.2814, 'grad_norm': 0.3504562973976135, 'learning_rate': 0.00068, 'epoch': 0.32}                                                  
{'loss': 0.2818, 'grad_norm': 0.3764079511165619, 'learning_rate': 0.0006775, 'epoch': 0.32}                                                
{'loss': 0.2873, 'grad_norm': 0.35766398906707764, 'learning_rate': 0.000675, 'epoch': 0.33}                                                
{'loss': 0.2863, 'grad_norm': 0.3839309811592102, 'learning_rate': 0.0006725, 'epoch': 0.33}                                                
{'loss': 0.2883, 'grad_norm': 0.40702247619628906, 'learning_rate': 0.00067, 'epoch': 0.33}                                                 
{'loss': 0.2871, 'grad_norm': 0.4005664587020874, 'learning_rate': 0.0006675, 'epoch': 0.33}                                                
{'loss': 0.2788, 'grad_norm': 0.3517383337020874, 'learning_rate': 0.000665, 'epoch': 0.34}                                                 
{'loss': 0.2867, 'grad_norm': 0.41078200936317444, 'learning_rate': 0.0006625, 'epoch': 0.34}                                               
{'loss': 0.2706, 'grad_norm': 0.3403259515762329, 'learning_rate': 0.00066, 'epoch': 0.34}                                                  
{'loss': 0.2837, 'grad_norm': 0.35846415162086487, 'learning_rate': 0.0006575, 'epoch': 0.34}                                               
{'loss': 0.2732, 'grad_norm': 0.38503897190093994, 'learning_rate': 0.0006550000000000001, 'epoch': 0.34}                                   
{'loss': 0.2802, 'grad_norm': 0.34723302721977234, 'learning_rate': 0.0006525, 'epoch': 0.35}                                               
{'loss': 0.2722, 'grad_norm': 0.3774450123310089, 'learning_rate': 0.0006500000000000001, 'epoch': 0.35}                                    
{'loss': 0.2756, 'grad_norm': 0.4036707878112793, 'learning_rate': 0.0006475, 'epoch': 0.35}                                                
{'loss': 0.2623, 'grad_norm': 0.33422449231147766, 'learning_rate': 0.0006450000000000001, 'epoch': 0.35}                                   
{'loss': 0.2673, 'grad_norm': 0.3140757381916046, 'learning_rate': 0.0006425, 'epoch': 0.36}                                                
{'loss': 0.2716, 'grad_norm': 0.3608211874961853, 'learning_rate': 0.00064, 'epoch': 0.36}                                                  
{'loss': 0.2719, 'grad_norm': 0.4447917938232422, 'learning_rate': 0.0006374999999999999, 'epoch': 0.36}                                    
{'loss': 0.2734, 'grad_norm': 0.3911190927028656, 'learning_rate': 0.000635, 'epoch': 0.36}                                                 
{'loss': 0.2638, 'grad_norm': 0.3031059801578522, 'learning_rate': 0.0006324999999999999, 'epoch': 0.37}                                    
{'loss': 0.2593, 'grad_norm': 0.31484344601631165, 'learning_rate': 0.00063, 'epoch': 0.37}                                                 
{'loss': 0.264, 'grad_norm': 0.4171023964881897, 'learning_rate': 0.0006274999999999999, 'epoch': 0.37}                                     
{'loss': 0.2625, 'grad_norm': 0.32050588726997375, 'learning_rate': 0.000625, 'epoch': 0.38}                                                
{'loss': 0.2587, 'grad_norm': 0.34705233573913574, 'learning_rate': 0.0006225000000000001, 'epoch': 0.38}                                   
{'loss': 0.2621, 'grad_norm': 0.35621607303619385, 'learning_rate': 0.00062, 'epoch': 0.38}                                                 
{'loss': 0.2643, 'grad_norm': 0.30901724100112915, 'learning_rate': 0.0006175000000000001, 'epoch': 0.38}                                   
{'loss': 0.2623, 'grad_norm': 0.29224056005477905, 'learning_rate': 0.000615, 'epoch': 0.39}                                                
{'loss': 0.2683, 'grad_norm': 0.44770970940589905, 'learning_rate': 0.0006125000000000001, 'epoch': 0.39}                                   
{'loss': 0.2614, 'grad_norm': 0.4295118749141693, 'learning_rate': 0.00061, 'epoch': 0.39}                                                  
{'loss': 0.2591, 'grad_norm': 0.32462599873542786, 'learning_rate': 0.0006075000000000001, 'epoch': 0.39}                                   
{'loss': 0.2546, 'grad_norm': 0.3372190296649933, 'learning_rate': 0.000605, 'epoch': 0.4}                                                  
{'loss': 0.2619, 'grad_norm': 0.3836967945098877, 'learning_rate': 0.0006025000000000001, 'epoch': 0.4}                                     
{'loss': 0.2521, 'grad_norm': 0.4184463620185852, 'learning_rate': 0.0006, 'epoch': 0.4}                                                    
{'loss': 0.2562, 'grad_norm': 0.38830286264419556, 'learning_rate': 0.0005975, 'epoch': 0.4}                                                
{'loss': 0.2553, 'grad_norm': 0.30958637595176697, 'learning_rate': 0.0005949999999999999, 'epoch': 0.41}                                   
{'loss': 0.2506, 'grad_norm': 0.37675192952156067, 'learning_rate': 0.0005925, 'epoch': 0.41}                                               
{'loss': 0.2509, 'grad_norm': 0.34334948658943176, 'learning_rate': 0.00059, 'epoch': 0.41}                                                 
{'loss': 0.2615, 'grad_norm': 0.42329150438308716, 'learning_rate': 0.0005875, 'epoch': 0.41}                                               
{'loss': 0.2439, 'grad_norm': 0.36562344431877136, 'learning_rate': 0.000585, 'epoch': 0.41}                                                
{'loss': 0.2496, 'grad_norm': 0.29235419631004333, 'learning_rate': 0.0005825, 'epoch': 0.42}                                               
{'loss': 0.2426, 'grad_norm': 0.29425013065338135, 'learning_rate': 0.00058, 'epoch': 0.42}                                                 
{'loss': 0.2508, 'grad_norm': 0.34782546758651733, 'learning_rate': 0.0005775, 'epoch': 0.42}                                               
{'loss': 0.2475, 'grad_norm': 0.4235740303993225, 'learning_rate': 0.000575, 'epoch': 0.42}                                                 
{'loss': 0.2487, 'grad_norm': 0.32854321599006653, 'learning_rate': 0.0005725, 'epoch': 0.43}                                               
{'loss': 0.251, 'grad_norm': 0.34952589869499207, 'learning_rate': 0.00057, 'epoch': 0.43}                                                  
{'loss': 0.2448, 'grad_norm': 0.35799163579940796, 'learning_rate': 0.0005675, 'epoch': 0.43}                                               
{'loss': 0.2458, 'grad_norm': 0.38284051418304443, 'learning_rate': 0.000565, 'epoch': 0.43}                                                
{'loss': 0.2469, 'grad_norm': 0.33481577038764954, 'learning_rate': 0.0005625000000000001, 'epoch': 0.44}                                   
{'loss': 0.238, 'grad_norm': 0.3677389919757843, 'learning_rate': 0.0005600000000000001, 'epoch': 0.44}                                     
{'loss': 0.2401, 'grad_norm': 0.28288307785987854, 'learning_rate': 0.0005575, 'epoch': 0.44}                                               
{'loss': 0.2343, 'grad_norm': 0.3105291426181793, 'learning_rate': 0.000555, 'epoch': 0.45}                                                 
{'loss': 0.2395, 'grad_norm': 0.3797301948070526, 'learning_rate': 0.0005525, 'epoch': 0.45}                                                
{'loss': 0.2278, 'grad_norm': 0.3629242181777954, 'learning_rate': 0.00055, 'epoch': 0.45}                                                  
{'loss': 0.237, 'grad_norm': 0.3252146244049072, 'learning_rate': 0.0005475, 'epoch': 0.45}                                                 
{'loss': 0.2347, 'grad_norm': 0.36378246545791626, 'learning_rate': 0.000545, 'epoch': 0.46}                                                
{'loss': 0.2352, 'grad_norm': 0.35326263308525085, 'learning_rate': 0.0005425, 'epoch': 0.46}                                               
{'loss': 0.2372, 'grad_norm': 0.3260996639728546, 'learning_rate': 0.00054, 'epoch': 0.46}                                                  
{'loss': 0.2361, 'grad_norm': 0.3322298526763916, 'learning_rate': 0.0005375, 'epoch': 0.46}                                                
{'loss': 0.2286, 'grad_norm': 0.35756438970565796, 'learning_rate': 0.000535, 'epoch': 0.47}                                                
{'loss': 0.2308, 'grad_norm': 0.34622058272361755, 'learning_rate': 0.0005325, 'epoch': 0.47}                                               
{'loss': 0.2274, 'grad_norm': 0.3504303991794586, 'learning_rate': 0.0005300000000000001, 'epoch': 0.47}                                    
{'loss': 0.2283, 'grad_norm': 0.40899989008903503, 'learning_rate': 0.0005275, 'epoch': 0.47}                                               
{'loss': 0.2337, 'grad_norm': 0.3426719903945923, 'learning_rate': 0.0005250000000000001, 'epoch': 0.47}                                    
{'loss': 0.2279, 'grad_norm': 0.36378082633018494, 'learning_rate': 0.0005225, 'epoch': 0.48}                                               
{'loss': 0.2204, 'grad_norm': 0.3473496735095978, 'learning_rate': 0.0005200000000000001, 'epoch': 0.48}                                    
{'loss': 0.2234, 'grad_norm': 0.38669952750205994, 'learning_rate': 0.0005175, 'epoch': 0.48}                                               
{'loss': 0.2283, 'grad_norm': 0.3319750130176544, 'learning_rate': 0.000515, 'epoch': 0.48}                                                 
{'loss': 0.2352, 'grad_norm': 0.34402668476104736, 'learning_rate': 0.0005124999999999999, 'epoch': 0.49}                                   
{'loss': 0.2322, 'grad_norm': 0.3501059114933014, 'learning_rate': 0.00051, 'epoch': 0.49}                                                  
{'loss': 0.2226, 'grad_norm': 0.3072783946990967, 'learning_rate': 0.0005074999999999999, 'epoch': 0.49}                                    {'loss': 0.2251, 'grad_norm': 0.32252320647239685, 'learning_rate': 0.000505, 'epoch': 0.49}                                                {'loss': 0.2211, 'grad_norm': 0.3792988359928131, 'learning_rate': 0.0005024999999999999, 'epoch': 0.5}                                     
{'loss': 0.2153, 'grad_norm': 0.32335934042930603, 'learning_rate': 0.0005, 'epoch': 0.5}                                                   
{'loss': 0.2231, 'grad_norm': 0.36901146173477173, 'learning_rate': 0.0004975, 'epoch': 0.5}                                                
{'loss': 0.2297, 'grad_norm': 0.38170477747917175, 'learning_rate': 0.000495, 'epoch': 0.51}                                                
{'loss': 0.2241, 'grad_norm': 0.3458845615386963, 'learning_rate': 0.0004925, 'epoch': 0.51}                                                
{'loss': 0.2129, 'grad_norm': 0.33059054613113403, 'learning_rate': 0.00049, 'epoch': 0.51}                                                 
{'loss': 0.2179, 'grad_norm': 0.3170928657054901, 'learning_rate': 0.0004875, 'epoch': 0.51}                                                
{'loss': 0.2202, 'grad_norm': 0.3749581277370453, 'learning_rate': 0.00048499999999999997, 'epoch': 0.52}                                   
{'loss': 0.2197, 'grad_norm': 0.3446562886238098, 'learning_rate': 0.0004825, 'epoch': 0.52}                                                
{'loss': 0.2225, 'grad_norm': 0.26876258850097656, 'learning_rate': 0.00048, 'epoch': 0.52}                                                 
{'loss': 0.2227, 'grad_norm': 0.28929272294044495, 'learning_rate': 0.0004775, 'epoch': 0.52}                                               
{'loss': 0.2262, 'grad_norm': 0.3216724991798401, 'learning_rate': 0.000475, 'epoch': 0.53}                                                 
{'loss': 0.221, 'grad_norm': 0.3200455904006958, 'learning_rate': 0.0004725, 'epoch': 0.53}                                                 
{'loss': 0.2133, 'grad_norm': 0.30632951855659485, 'learning_rate': 0.00047, 'epoch': 0.53}                                                 
{'loss': 0.2196, 'grad_norm': 0.32810497283935547, 'learning_rate': 0.00046750000000000003, 'epoch': 0.53}                                  
{'loss': 0.2132, 'grad_norm': 0.3582243025302887, 'learning_rate': 0.000465, 'epoch': 0.54}                                                 
{'loss': 0.2156, 'grad_norm': 0.3604428470134735, 'learning_rate': 0.0004625, 'epoch': 0.54}                                                
{'loss': 0.2216, 'grad_norm': 0.393168181180954, 'learning_rate': 0.00046, 'epoch': 0.54}                                                   
{'loss': 0.2153, 'grad_norm': 0.33939188718795776, 'learning_rate': 0.0004575, 'epoch': 0.54}                                               
{'loss': 0.2186, 'grad_norm': 0.3268299996852875, 'learning_rate': 0.000455, 'epoch': 0.55}                                                 
{'loss': 0.2111, 'grad_norm': 0.406951367855072, 'learning_rate': 0.00045250000000000005, 'epoch': 0.55}                                    
{'loss': 0.2132, 'grad_norm': 0.40456026792526245, 'learning_rate': 0.00045000000000000004, 'epoch': 0.55}                                  
{'loss': 0.2131, 'grad_norm': 0.28196609020233154, 'learning_rate': 0.00044750000000000004, 'epoch': 0.55}                                  
{'loss': 0.2151, 'grad_norm': 0.254153847694397, 'learning_rate': 0.00044500000000000003, 'epoch': 0.56}                                    
{'loss': 0.2066, 'grad_norm': 0.3748573660850525, 'learning_rate': 0.0004425, 'epoch': 0.56}                                                
{'loss': 0.2103, 'grad_norm': 0.35415685176849365, 'learning_rate': 0.00044, 'epoch': 0.56}                                                 
{'loss': 0.2123, 'grad_norm': 0.3285694420337677, 'learning_rate': 0.0004375, 'epoch': 0.56}                                                
{'loss': 0.2129, 'grad_norm': 0.3480529189109802, 'learning_rate': 0.000435, 'epoch': 0.56}                                                 
{'loss': 0.2095, 'grad_norm': 0.3923279941082001, 'learning_rate': 0.0004325, 'epoch': 0.57}                                                
{'loss': 0.2049, 'grad_norm': 0.2682019770145416, 'learning_rate': 0.00043, 'epoch': 0.57}                                                  
{'loss': 0.2062, 'grad_norm': 0.3156111240386963, 'learning_rate': 0.0004275, 'epoch': 0.57}                                                
{'loss': 0.207, 'grad_norm': 0.33357518911361694, 'learning_rate': 0.000425, 'epoch': 0.57}                                                 
{'loss': 0.2084, 'grad_norm': 0.38036322593688965, 'learning_rate': 0.00042249999999999997, 'epoch': 0.58}                                  
{'loss': 0.2088, 'grad_norm': 0.36095649003982544, 'learning_rate': 0.00042, 'epoch': 0.58}                                                 
{'loss': 0.2075, 'grad_norm': 0.3061756491661072, 'learning_rate': 0.0004175, 'epoch': 0.58}                                                
{'loss': 0.1983, 'grad_norm': 0.3500399887561798, 'learning_rate': 0.000415, 'epoch': 0.58}                                                 
{'loss': 0.2036, 'grad_norm': 0.36580905318260193, 'learning_rate': 0.0004125, 'epoch': 0.59}                                               
{'loss': 0.2069, 'grad_norm': 0.3498466908931732, 'learning_rate': 0.00041, 'epoch': 0.59}                                                  
{'loss': 0.2066, 'grad_norm': 0.37104806303977966, 'learning_rate': 0.0004075, 'epoch': 0.59}                                               
