(pytorch) ubuntu@ip-172-31-57-133:~/chronos-forecasting-oracle/scripts$ CUDA_VISIBLE_DEVICES=0 python training/train.py --config /home/ubuntu/chronos-forecasting-oracle/scripts/training/configs/chronos-tiny-336-48-8_000-beta.yaml
2024-07-29 16:16:19,423 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - TF32 format is only available on devices with compute capability >= 8. Setting tf32 to False.
2024-07-29 16:16:19,423 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Using SEED: 1527147435
2024-07-29 16:16:19,425 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Logging dir: output/run-1
2024-07-29 16:16:19,425 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Loading and filtering 1 datasets for training: ['/home/ubuntu/chronos-forecasting-oracle/data/agile_octopus_london_beta_2_weeks.arrow']
2024-07-29 16:16:19,425 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Mixing probabilities: [1.0]
2024-07-29 16:16:19,426 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Initializing model
2024-07-29 16:16:19,426 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Using random initialization
The speedups for torchdynamo mostly come wih GPU Ampere or higher and which is not detected here.
max_steps is given, it will override any value given in num_train_epochs
2024-07-29 16:16:20,048 - /home/ubuntu/chronos-forecasting-oracle/scripts/training/train.py - INFO - Training
{'loss': 8.2563, 'grad_norm': 0.09266215562820435, 'learning_rate': 0.00099375, 'epoch': 0.01}                                              
{'loss': 2.0906, 'grad_norm': 0.513689398765564, 'learning_rate': 0.00081875, 'epoch': 0.18}                                                
{'loss': 1.9512, 'grad_norm': 0.48652908205986023, 'learning_rate': 0.0008125000000000001, 'epoch': 0.19}                                   
{'loss': 1.8282, 'grad_norm': 0.4514564275741577, 'learning_rate': 0.00080625, 'epoch': 0.19}                                               
{'loss': 1.7245, 'grad_norm': 0.5045268535614014, 'learning_rate': 0.0008, 'epoch': 0.2}                                                    
{'loss': 1.5969, 'grad_norm': 0.424803763628006, 'learning_rate': 0.00079375, 'epoch': 0.21}                                                
{'loss': 1.5383, 'grad_norm': 0.6004962921142578, 'learning_rate': 0.0007875, 'epoch': 0.21}                                                
{'loss': 1.4378, 'grad_norm': 0.5223739743232727, 'learning_rate': 0.00078125, 'epoch': 0.22}                                               
{'loss': 1.3941, 'grad_norm': 0.5205168128013611, 'learning_rate': 0.0007750000000000001, 'epoch': 0.23}                                    
{'loss': 1.3158, 'grad_norm': 0.45318594574928284, 'learning_rate': 0.00076875, 'epoch': 0.23}                                              
{'loss': 1.2737, 'grad_norm': 0.42733538150787354, 'learning_rate': 0.0007624999999999999, 'epoch': 0.24}                                   
{'loss': 1.2082, 'grad_norm': 0.42159679532051086, 'learning_rate': 0.00075625, 'epoch': 0.24}                                              
{'loss': 1.1711, 'grad_norm': 0.458441823720932, 'learning_rate': 0.00075, 'epoch': 0.25}                                                   
{'loss': 1.1229, 'grad_norm': 0.4171815812587738, 'learning_rate': 0.00074375, 'epoch': 0.26}                                               
{'loss': 1.0872, 'grad_norm': 0.5856695175170898, 'learning_rate': 0.0007375000000000001, 'epoch': 0.26}                                    
{'loss': 1.0487, 'grad_norm': 0.44208210706710815, 'learning_rate': 0.00073125, 'epoch': 0.27}                                              
{'loss': 1.016, 'grad_norm': 0.44768089056015015, 'learning_rate': 0.000725, 'epoch': 0.28}                                                 
{'loss': 0.9847, 'grad_norm': 0.5629771947860718, 'learning_rate': 0.00071875, 'epoch': 0.28}                                               
{'loss': 0.9593, 'grad_norm': 0.526421844959259, 'learning_rate': 0.0007125, 'epoch': 0.29}                                                 
{'loss': 0.9288, 'grad_norm': 0.49641942977905273, 'learning_rate': 0.0007062500000000001, 'epoch': 0.29}                                   
{'loss': 0.9001, 'grad_norm': 0.45160195231437683, 'learning_rate': 0.0007, 'epoch': 0.3}                                                   
{'loss': 0.8945, 'grad_norm': 0.4642001688480377, 'learning_rate': 0.00069375, 'epoch': 0.31}                                               
{'loss': 0.8659, 'grad_norm': 0.43231162428855896, 'learning_rate': 0.0006875, 'epoch': 0.31}                                               
{'loss': 0.8424, 'grad_norm': 0.4811435341835022, 'learning_rate': 0.00068125, 'epoch': 0.32}                                               
{'loss': 0.8277, 'grad_norm': 0.5004189014434814, 'learning_rate': 0.000675, 'epoch': 0.33}                                                 
{'loss': 0.8085, 'grad_norm': 0.4896371066570282, 'learning_rate': 0.00066875, 'epoch': 0.33}                                               
{'loss': 0.7849, 'grad_norm': 0.4578609764575958, 'learning_rate': 0.0006625, 'epoch': 0.34}                                                
{'loss': 0.7614, 'grad_norm': 0.4221917688846588, 'learning_rate': 0.00065625, 'epoch': 0.34}                                               
{'loss': 0.7521, 'grad_norm': 0.5420978665351868, 'learning_rate': 0.0006500000000000001, 'epoch': 0.35}                                    
{'loss': 0.722, 'grad_norm': 0.49207526445388794, 'learning_rate': 0.00064375, 'epoch': 0.36}                                               
{'loss': 0.704, 'grad_norm': 0.42947179079055786, 'learning_rate': 0.0006374999999999999, 'epoch': 0.36}                                    
{'loss': 0.6963, 'grad_norm': 0.4506109952926636, 'learning_rate': 0.00063125, 'epoch': 0.37}                                               
{'loss': 0.6837, 'grad_norm': 0.45438259840011597, 'learning_rate': 0.000625, 'epoch': 0.38}                                                
{'loss': 0.6769, 'grad_norm': 0.43589726090431213, 'learning_rate': 0.00061875, 'epoch': 0.38}                                              
{'loss': 0.6503, 'grad_norm': 0.4416930377483368, 'learning_rate': 0.0006125000000000001, 'epoch': 0.39}                                    
{'loss': 0.6465, 'grad_norm': 0.43455827236175537, 'learning_rate': 0.00060625, 'epoch': 0.39}                                              
{'loss': 0.6287, 'grad_norm': 0.4983147978782654, 'learning_rate': 0.0006, 'epoch': 0.4}                                                    
{'loss': 0.634, 'grad_norm': 0.5128852128982544, 'learning_rate': 0.00059375, 'epoch': 0.41}                                                
{'loss': 0.6186, 'grad_norm': 0.43828070163726807, 'learning_rate': 0.0005875, 'epoch': 0.41}                                               
{'loss': 0.628, 'grad_norm': 0.5450947880744934, 'learning_rate': 0.0005812500000000001, 'epoch': 0.42}                                     
{'loss': 0.6066, 'grad_norm': 0.3683299422264099, 'learning_rate': 0.000575, 'epoch': 0.42}                                                 
{'loss': 0.5914, 'grad_norm': 0.4364549517631531, 'learning_rate': 0.00056875, 'epoch': 0.43}                                               
{'loss': 0.5901, 'grad_norm': 0.4552922248840332, 'learning_rate': 0.0005625000000000001, 'epoch': 0.44}                                    
{'loss': 0.5812, 'grad_norm': 0.46128103137016296, 'learning_rate': 0.00055625, 'epoch': 0.44}                                              
{'loss': 0.5755, 'grad_norm': 0.4764719605445862, 'learning_rate': 0.00055, 'epoch': 0.45}                                                  
{'loss': 0.5725, 'grad_norm': 0.5028109550476074, 'learning_rate': 0.00054375, 'epoch': 0.46}                                               
{'loss': 0.551, 'grad_norm': 0.45613500475883484, 'learning_rate': 0.0005375, 'epoch': 0.46}                                                
{'loss': 0.5487, 'grad_norm': 0.5288267135620117, 'learning_rate': 0.00053125, 'epoch': 0.47}                                               
{'loss': 0.5401, 'grad_norm': 0.4203225076198578, 'learning_rate': 0.0005250000000000001, 'epoch': 0.47}                                    
{'loss': 0.5414, 'grad_norm': 0.5093460083007812, 'learning_rate': 0.00051875, 'epoch': 0.48}                                               
{'loss': 0.5349, 'grad_norm': 0.447041392326355, 'learning_rate': 0.0005124999999999999, 'epoch': 0.49}                                     
{'loss': 0.523, 'grad_norm': 0.4288078248500824, 'learning_rate': 0.00050625, 'epoch': 0.49}                                                
{'loss': 0.5222, 'grad_norm': 0.40479692816734314, 'learning_rate': 0.0005, 'epoch': 0.5}                                                   
{'loss': 0.5084, 'grad_norm': 0.44290366768836975, 'learning_rate': 0.00049375, 'epoch': 0.51}                                              
{'loss': 0.503, 'grad_norm': 0.42069223523139954, 'learning_rate': 0.0004875, 'epoch': 0.51}                                                
{'loss': 0.508, 'grad_norm': 0.49223893880844116, 'learning_rate': 0.00048125, 'epoch': 0.52}                                               
{'loss': 0.4963, 'grad_norm': 0.4454716742038727, 'learning_rate': 0.000475, 'epoch': 0.53}                                                 
{'loss': 0.494, 'grad_norm': 0.47917500138282776, 'learning_rate': 0.00046875, 'epoch': 0.53}                                               
{'loss': 0.4894, 'grad_norm': 0.44867879152297974, 'learning_rate': 0.0004625, 'epoch': 0.54}                                               
{'loss': 0.4874, 'grad_norm': 0.4213130474090576, 'learning_rate': 0.00045625, 'epoch': 0.54}                                               
{'loss': 0.4729, 'grad_norm': 0.40542125701904297, 'learning_rate': 0.00045000000000000004, 'epoch': 0.55}                                  
{'loss': 0.4758, 'grad_norm': 0.4231424033641815, 'learning_rate': 0.00044374999999999997, 'epoch': 0.56}                                   
{'loss': 0.47, 'grad_norm': 0.46233123540878296, 'learning_rate': 0.0004375, 'epoch': 0.56}                                                 
{'loss': 0.4612, 'grad_norm': 0.4753783941268921, 'learning_rate': 0.00043125000000000005, 'epoch': 0.57}                                   
{'loss': 0.4805, 'grad_norm': 0.4293246269226074, 'learning_rate': 0.000425, 'epoch': 0.57}                                                 
{'loss': 0.4717, 'grad_norm': 0.4910587966442108, 'learning_rate': 0.00041875, 'epoch': 0.58}                                               
{'loss': 0.4524, 'grad_norm': 0.4147769808769226, 'learning_rate': 0.0004125, 'epoch': 0.59}                                                
{'loss': 0.4478, 'grad_norm': 0.41815099120140076, 'learning_rate': 0.00040625000000000004, 'epoch': 0.59}                                  
{'loss': 0.4531, 'grad_norm': 0.48531538248062134, 'learning_rate': 0.0004, 'epoch': 0.6}                                                   
{'loss': 0.4493, 'grad_norm': 0.4411671757698059, 'learning_rate': 0.00039375, 'epoch': 0.61}                                               
{'loss': 0.4401, 'grad_norm': 0.4414498209953308, 'learning_rate': 0.00038750000000000004, 'epoch': 0.61}                                   
{'loss': 0.4436, 'grad_norm': 0.4157997965812683, 'learning_rate': 0.00038124999999999997, 'epoch': 0.62}                                   
{'loss': 0.4417, 'grad_norm': 0.49458351731300354, 'learning_rate': 0.000375, 'epoch': 0.62}                                                
{'loss': 0.4504, 'grad_norm': 0.5104137063026428, 'learning_rate': 0.00036875000000000005, 'epoch': 0.63}                                   
{'loss': 0.4347, 'grad_norm': 0.3764137029647827, 'learning_rate': 0.0003625, 'epoch': 0.64}                                                
{'loss': 0.4317, 'grad_norm': 0.48627153038978577, 'learning_rate': 0.00035625, 'epoch': 0.64}                                              
{'loss': 0.4241, 'grad_norm': 0.4770093560218811, 'learning_rate': 0.00035, 'epoch': 0.65}                                                  
{'loss': 0.4148, 'grad_norm': 0.43363258242607117, 'learning_rate': 0.00034375, 'epoch': 0.66}                                              
{'loss': 0.4231, 'grad_norm': 0.4211578071117401, 'learning_rate': 0.0003375, 'epoch': 0.66}                                                
{'loss': 0.4107, 'grad_norm': 0.40471431612968445, 'learning_rate': 0.00033125, 'epoch': 0.67}                                              
{'loss': 0.4186, 'grad_norm': 0.3773914575576782, 'learning_rate': 0.00032500000000000004, 'epoch': 0.68}                                   
{'loss': 0.4129, 'grad_norm': 0.4191606342792511, 'learning_rate': 0.00031874999999999997, 'epoch': 0.68}                                   
{'loss': 0.4087, 'grad_norm': 0.5380475521087646, 'learning_rate': 0.0003125, 'epoch': 0.69}                                                
{'loss': 0.4128, 'grad_norm': 0.4405691921710968, 'learning_rate': 0.00030625000000000004, 'epoch': 0.69}                                   
{'loss': 0.4015, 'grad_norm': 0.42695435881614685, 'learning_rate': 0.0003, 'epoch': 0.7}                                                   
{'loss': 0.3991, 'grad_norm': 0.4654732644557953, 'learning_rate': 0.00029375, 'epoch': 0.71}                                               
{'loss': 0.4124, 'grad_norm': 0.44689974188804626, 'learning_rate': 0.0002875, 'epoch': 0.71}                                               
{'loss': 0.4089, 'grad_norm': 0.4349694550037384, 'learning_rate': 0.00028125000000000003, 'epoch': 0.72}                                   
{'loss': 0.397, 'grad_norm': 0.45331764221191406, 'learning_rate': 0.000275, 'epoch': 0.72}                                                 
{'loss': 0.4034, 'grad_norm': 0.49022653698921204, 'learning_rate': 0.00026875, 'epoch': 0.73}                                              
{'loss': 0.3967, 'grad_norm': 0.43151023983955383, 'learning_rate': 0.00026250000000000004, 'epoch': 0.74}                                  
{'loss': 0.3927, 'grad_norm': 0.4365711510181427, 'learning_rate': 0.00025624999999999997, 'epoch': 0.74}                                   
{'loss': 0.3806, 'grad_norm': 0.3855059742927551, 'learning_rate': 0.00025, 'epoch': 0.75}                                                  
{'loss': 0.3807, 'grad_norm': 0.4151966869831085, 'learning_rate': 0.00024375, 'epoch': 0.76}                                               
{'loss': 0.3899, 'grad_norm': 0.41311752796173096, 'learning_rate': 0.0002375, 'epoch': 0.76}                                               
{'loss': 0.3912, 'grad_norm': 0.4030155837535858, 'learning_rate': 0.00023125, 'epoch': 0.77}                                               
{'loss': 0.3734, 'grad_norm': 0.3831643760204315, 'learning_rate': 0.00022500000000000002, 'epoch': 0.78}                                   
{'loss': 0.3827, 'grad_norm': 0.3915643095970154, 'learning_rate': 0.00021875, 'epoch': 0.78}                                               
{'loss': 0.3772, 'grad_norm': 0.4673191010951996, 'learning_rate': 0.0002125, 'epoch': 0.79}                                                
{'loss': 0.3724, 'grad_norm': 0.4091850817203522, 'learning_rate': 0.00020625, 'epoch': 0.79}                                               
{'loss': 0.3742, 'grad_norm': 0.4461764693260193, 'learning_rate': 0.0002, 'epoch': 0.8}                                                    
{'loss': 0.3722, 'grad_norm': 0.43480193614959717, 'learning_rate': 0.00019375000000000002, 'epoch': 0.81}                                  
{'loss': 0.3772, 'grad_norm': 0.4600208103656769, 'learning_rate': 0.0001875, 'epoch': 0.81}                                                
{'loss': 0.3698, 'grad_norm': 0.39710667729377747, 'learning_rate': 0.00018125, 'epoch': 0.82}                                              
{'loss': 0.3715, 'grad_norm': 0.3679569959640503, 'learning_rate': 0.000175, 'epoch': 0.82}                                                 
{'loss': 0.3663, 'grad_norm': 0.4620541036128998, 'learning_rate': 0.00016875, 'epoch': 0.83}                                               
{'loss': 0.3671, 'grad_norm': 0.532548725605011, 'learning_rate': 0.00016250000000000002, 'epoch': 0.84}                                    
{'loss': 0.3704, 'grad_norm': 0.4071497917175293, 'learning_rate': 0.00015625, 'epoch': 0.84}                                               
{'loss': 0.3589, 'grad_norm': 0.40703678131103516, 'learning_rate': 0.00015, 'epoch': 0.85}                                                 
{'loss': 0.3705, 'grad_norm': 0.4268624186515808, 'learning_rate': 0.00014375, 'epoch': 0.86}                                               
{'loss': 0.3641, 'grad_norm': 0.4071905314922333, 'learning_rate': 0.0001375, 'epoch': 0.86}                                                
{'loss': 0.362, 'grad_norm': 0.4498610496520996, 'learning_rate': 0.00013125000000000002, 'epoch': 0.87}                                    
{'loss': 0.353, 'grad_norm': 0.3676159679889679, 'learning_rate': 0.000125, 'epoch': 0.88}                                                  
{'loss': 0.3615, 'grad_norm': 0.38222619891166687, 'learning_rate': 0.00011875, 'epoch': 0.88}                                              
{'loss': 0.3494, 'grad_norm': 0.3793940544128418, 'learning_rate': 0.00011250000000000001, 'epoch': 0.89}                                   
{'loss': 0.3597, 'grad_norm': 0.4021280109882355, 'learning_rate': 0.00010625, 'epoch': 0.89}                                               
{'loss': 0.3493, 'grad_norm': 0.3944079875946045, 'learning_rate': 0.0001, 'epoch': 0.9}                                                    
{'loss': 0.3504, 'grad_norm': 0.44789591431617737, 'learning_rate': 9.375e-05, 'epoch': 0.91}                                               
{'loss': 0.3558, 'grad_norm': 0.4057807922363281, 'learning_rate': 8.75e-05, 'epoch': 0.91}                                                 
{'loss': 0.3455, 'grad_norm': 0.43594881892204285, 'learning_rate': 8.125000000000001e-05, 'epoch': 0.92}                                   
{'loss': 0.3508, 'grad_norm': 0.42066866159439087, 'learning_rate': 7.5e-05, 'epoch': 0.93}                                                 
{'loss': 0.3423, 'grad_norm': 0.40435436367988586, 'learning_rate': 6.875e-05, 'epoch': 0.93}                                               
{'loss': 0.3464, 'grad_norm': 0.3540579676628113, 'learning_rate': 6.25e-05, 'epoch': 0.94}                                                 
{'loss': 0.3539, 'grad_norm': 0.39742788672447205, 'learning_rate': 5.6250000000000005e-05, 'epoch': 0.94}                                  
{'loss': 0.3488, 'grad_norm': 0.4586065411567688, 'learning_rate': 5e-05, 'epoch': 0.95}                                                    
{'loss': 0.3589, 'grad_norm': 0.4659780263900757, 'learning_rate': 4.375e-05, 'epoch': 0.96}                                                
{'loss': 0.3475, 'grad_norm': 0.3827533721923828, 'learning_rate': 3.75e-05, 'epoch': 0.96}                                                 
{'loss': 0.3512, 'grad_norm': 0.4512232840061188, 'learning_rate': 3.125e-05, 'epoch': 0.97}                                                
{'loss': 0.3582, 'grad_norm': 0.34249061346054077, 'learning_rate': 2.5e-05, 'epoch': 0.97}                                                 
{'loss': 0.3507, 'grad_norm': 0.4293670356273651, 'learning_rate': 1.875e-05, 'epoch': 0.98}                                                
{'loss': 0.3398, 'grad_norm': 0.4167564809322357, 'learning_rate': 1.25e-05, 'epoch': 0.99}                                                 
{'loss': 0.3499, 'grad_norm': 0.4393934905529022, 'learning_rate': 6.25e-06, 'epoch': 0.99}                                                 
{'loss': 0.354, 'grad_norm': 0.4523181915283203, 'learning_rate': 0.0, 'epoch': 1.0}                                                        
{'train_runtime': 1133.9219, 'train_samples_per_second': 225.765, 'train_steps_per_second': 7.055, 'train_loss': 1.3018646950721742, 'epoch': 1.0}
