Valid_From_UTC, Valid_To_UTC, Valid_From_Local, Valid_To_Local, Price_Inc_VAT,Price_Ex_VAT
3/19/24 17:00,3/19/24 17:30,3/19/24 17:00,3/19/24 17:30,31.42,29.92
3/19/24 17:30,3/19/24 18:00,3/19/24 17:30,3/19/24 18:00,33.18,31.6
3/19/24 18:00,3/19/24 18:30,3/19/24 18:00,3/19/24 18:30,35.09,33.42
3/19/24 18:30,3/19/24 19:00,3/19/24 18:30,3/19/24 19:00,35.83,34.12
3/19/24 19:00,3/19/24 19:30,3/19/24 19:00,3/19/24 19:30,21.44,20.42
3/19/24 19:30,3/19/24 20:00,3/19/24 19:30,3/19/24 20:00,18.94,18.04
3/19/24 20:00,3/19/24 20:30,3/19/24 20:00,3/19/24 20:30,18.63,17.74
3/19/24 20:30,3/19/24 21:00,3/19/24 20:30,3/19/24 21:00,14.91,14.2
3/19/24 21:00,3/19/24 21:30,3/19/24 21:00,3/19/24 21:30,18.48,17.6
3/19/24 21:30,3/19/24 22:00,3/19/24 21:30,3/19/24 22:00,15.02,14.3
3/19/24 22:00,3/19/24 22:30,3/19/24 22:00,3/19/24 22:30,16.17,15.4
3/19/24 22:30,3/19/24 23:00,3/19/24 22:30,3/19/24 23:00,14.01,13.34
3/19/24 23:00,3/19/24 23:30,3/19/24 23:00,3/19/24 23:30,14.72,14.02
3/19/24 23:30,3/20/24 0:00,3/19/24 23:30,3/20/24 0:00,14.7,14
3/20/24 0:00,3/20/24 0:30,3/20/24 0:00,3/20/24 0:30,13.86,13.2
3/20/24 0:30,3/20/24 1:00,3/20/24 0:30,3/20/24 1:00,15.49,14.75
3/20/24 1:00,3/20/24 1:30,3/20/24 1:00,3/20/24 1:30,15.29,14.56
3/20/24 1:30,3/20/24 2:00,3/20/24 1:30,3/20/24 2:00,13.76,13.1
3/20/24 2:00,3/20/24 2:30,3/20/24 2:00,3/20/24 2:30,13.38,12.74
3/20/24 2:30,3/20/24 3:00,3/20/24 2:30,3/20/24 3:00,13.23,12.6
3/20/24 3:00,3/20/24 3:30,3/20/24 3:00,3/20/24 3:30,13.36,12.72
3/20/24 3:30,3/20/24 4:00,3/20/24 3:30,3/20/24 4:00,12.6,12
3/20/24 4:00,3/20/24 4:30,3/20/24 4:00,3/20/24 4:30,13.46,12.82
3/20/24 4:30,3/20/24 5:00,3/20/24 4:30,3/20/24 5:00,13.42,12.78
3/20/24 5:00,3/20/24 5:30,3/20/24 5:00,3/20/24 5:30,15.12,14.4
3/20/24 5:30,3/20/24 6:00,3/20/24 5:30,3/20/24 6:00,13.86,13.2
3/20/24 6:00,3/20/24 6:30,3/20/24 6:00,3/20/24 6:30,17.85,17
3/20/24 6:30,3/20/24 7:00,3/20/24 6:30,3/20/24 7:00,21,20
3/20/24 7:00,3/20/24 7:30,3/20/24 7:00,3/20/24 7:30,15.44,14.7
3/20/24 7:30,3/20/24 8:00,3/20/24 7:30,3/20/24 8:00,17.99,17.13
3/20/24 8:00,3/20/24 8:30,3/20/24 8:00,3/20/24 8:30,17.47,16.64
3/20/24 8:30,3/20/24 9:00,3/20/24 8:30,3/20/24 9:00,17.47,16.64
3/20/24 9:00,3/20/24 9:30,3/20/24 9:00,3/20/24 9:30,18.88,17.98
3/20/24 9:30,3/20/24 10:00,3/20/24 9:30,3/20/24 10:00,17.91,17.06
3/20/24 10:00,3/20/24 10:30,3/20/24 10:00,3/20/24 10:30,17.37,16.54
3/20/24 10:30,3/20/24 11:00,3/20/24 10:30,3/20/24 11:00,17.2,16.38
3/20/24 11:00,3/20/24 11:30,3/20/24 11:00,3/20/24 11:30,16.38,15.6
3/20/24 11:30,3/20/24 12:00,3/20/24 11:30,3/20/24 12:00,15.33,14.6
3/20/24 12:00,3/20/24 12:30,3/20/24 12:00,3/20/24 12:30,15.23,14.5
3/20/24 12:30,3/20/24 13:00,3/20/24 12:30,3/20/24 13:00,14.7,14
3/20/24 13:00,3/20/24 13:30,3/20/24 13:00,3/20/24 13:30,14.36,13.68
3/20/24 13:30,3/20/24 14:00,3/20/24 13:30,3/20/24 14:00,14.28,13.6
3/20/24 14:00,3/20/24 14:30,3/20/24 14:00,3/20/24 14:30,14.47,13.78
3/20/24 14:30,3/20/24 15:00,3/20/24 14:30,3/20/24 15:00,14.53,13.84
3/20/24 15:00,3/20/24 15:30,3/20/24 15:00,3/20/24 15:30,16.8,16
3/20/24 15:30,3/20/24 16:00,3/20/24 15:30,3/20/24 16:00,15.75,15
3/20/24 16:00,3/20/24 16:30,3/20/24 16:00,3/20/24 16:30,29.59,28.18
3/20/24 16:30,3/20/24 17:00,3/20/24 16:30,3/20/24 17:00,31.08,29.6
3/20/24 17:00,3/20/24 17:30,3/20/24 17:00,3/20/24 17:30,35.45,33.76
3/20/24 17:30,3/20/24 18:00,3/20/24 17:30,3/20/24 18:00,37.38,35.6
3/20/24 18:00,3/20/24 18:30,3/20/24 18:00,3/20/24 18:30,37.8,36
3/20/24 18:30,3/20/24 19:00,3/20/24 18:30,3/20/24 19:00,40.32,38.4
3/20/24 19:00,3/20/24 19:30,3/20/24 19:00,3/20/24 19:30,22.87,21.78
3/20/24 19:30,3/20/24 20:00,3/20/24 19:30,3/20/24 20:00,20.01,19.06
3/20/24 20:00,3/20/24 20:30,3/20/24 20:00,3/20/24 20:30,17.47,16.64
3/20/24 20:30,3/20/24 21:00,3/20/24 20:30,3/20/24 21:00,14.39,13.7
3/20/24 21:00,3/20/24 21:30,3/20/24 21:00,3/20/24 21:30,15.75,15
3/20/24 21:30,3/20/24 22:00,3/20/24 21:30,3/20/24 22:00,15.96,15.2
3/20/24 22:00,3/20/24 22:30,3/20/24 22:00,3/20/24 22:30,16.59,15.8
3/20/24 22:30,3/20/24 23:00,3/20/24 22:30,3/20/24 23:00,13.67,13.02
3/20/24 23:00,3/20/24 23:30,3/20/24 23:00,3/20/24 23:30,14.7,14
3/20/24 23:30,3/21/24 0:00,3/20/24 23:30,3/21/24 0:00,15.96,15.2
3/21/24 0:00,3/21/24 0:30,3/21/24 0:00,3/21/24 0:30,14.11,13.44
3/21/24 0:30,3/21/24 1:00,3/21/24 0:30,3/21/24 1:00,16.64,15.85
3/21/24 1:00,3/21/24 1:30,3/21/24 1:00,3/21/24 1:30,15.79,15.04
3/21/24 1:30,3/21/24 2:00,3/21/24 1:30,3/21/24 2:00,14.26,13.58
3/21/24 2:00,3/21/24 2:30,3/21/24 2:00,3/21/24 2:30,13.1,12.48
3/21/24 2:30,3/21/24 3:00,3/21/24 2:30,3/21/24 3:00,12.81,12.2
3/21/24 3:00,3/21/24 3:30,3/21/24 3:00,3/21/24 3:30,12.68,12.08
3/21/24 3:30,3/21/24 4:00,3/21/24 3:30,3/21/24 4:00,12.16,11.58
3/21/24 4:00,3/21/24 4:30,3/21/24 4:00,3/21/24 4:30,12.52,11.92
3/21/24 4:30,3/21/24 5:00,3/21/24 4:30,3/21/24 5:00,11.55,11
3/21/24 5:00,3/21/24 5:30,3/21/24 5:00,3/21/24 5:30,14.07,13.4
3/21/24 5:30,3/21/24 6:00,3/21/24 5:30,3/21/24 6:00,14.53,13.84
3/21/24 6:00,3/21/24 6:30,3/21/24 6:00,3/21/24 6:30,16.7,15.9
3/21/24 6:30,3/21/24 7:00,3/21/24 6:30,3/21/24 7:00,19.53,18.6
3/21/24 7:00,3/21/24 7:30,3/21/24 7:00,3/21/24 7:30,15.98,15.22
3/21/24 7:30,3/21/24 8:00,3/21/24 7:30,3/21/24 8:00,18.12,17.26
3/21/24 8:00,3/21/24 8:30,3/21/24 8:00,3/21/24 8:30,14.45,13.76
3/21/24 8:30,3/21/24 9:00,3/21/24 8:30,3/21/24 9:00,14.49,13.8
3/21/24 9:00,3/21/24 9:30,3/21/24 9:00,3/21/24 9:30,14.24,13.56
3/21/24 9:30,3/21/24 10:00,3/21/24 9:30,3/21/24 10:00,13.94,13.28
3/21/24 10:00,3/21/24 10:30,3/21/24 10:00,3/21/24 10:30,13.94,13.28
3/21/24 10:30,3/21/24 11:00,3/21/24 10:30,3/21/24 11:00,13.47,12.83
3/21/24 11:00,3/21/24 11:30,3/21/24 11:00,3/21/24 11:30,12.6,12
3/21/24 11:30,3/21/24 12:00,3/21/24 11:30,3/21/24 12:00,11.76,11.2
3/21/24 12:00,3/21/24 12:30,3/21/24 12:00,3/21/24 12:30,10.5,10
3/21/24 12:30,3/21/24 13:00,3/21/24 12:30,3/21/24 13:00,10.5,10
3/21/24 13:00,3/21/24 13:30,3/21/24 13:00,3/21/24 13:30,11.76,11.2
3/21/24 13:30,3/21/24 14:00,3/21/24 13:30,3/21/24 14:00,10.08,9.6
3/21/24 14:00,3/21/24 14:30,3/21/24 14:00,3/21/24 14:30,11.15,10.62
3/21/24 14:30,3/21/24 15:00,3/21/24 14:30,3/21/24 15:00,10.08,9.6
3/21/24 15:00,3/21/24 15:30,3/21/24 15:00,3/21/24 15:30,11.34,10.8
3/21/24 15:30,3/21/24 16:00,3/21/24 15:30,3/21/24 16:00,12.16,11.58
3/21/24 16:00,3/21/24 16:30,3/21/24 16:00,3/21/24 16:30,25.24,24.04
3/21/24 16:30,3/21/24 17:00,3/21/24 16:30,3/21/24 17:00,26.44,25.18
3/21/24 17:00,3/21/24 17:30,3/21/24 17:00,3/21/24 17:30,27.72,26.4
3/21/24 17:30,3/21/24 18:00,3/21/24 17:30,3/21/24 18:00,30.66,29.2
3/21/24 18:00,3/21/24 18:30,3/21/24 18:00,3/21/24 18:30,33.1,31.52
3/21/24 18:30,3/21/24 19:00,3/21/24 18:30,3/21/24 19:00,34.02,32.4
3/21/24 19:00,3/21/24 19:30,3/21/24 19:00,3/21/24 19:30,17.01,16.2
3/21/24 19:30,3/21/24 20:00,3/21/24 19:30,3/21/24 20:00,14.76,14.06
3/21/24 20:00,3/21/24 20:30,3/21/24 20:00,3/21/24 20:30,14.57,13.88
3/21/24 20:30,3/21/24 21:00,3/21/24 20:30,3/21/24 21:00,12.18,11.6
3/21/24 21:00,3/21/24 21:30,3/21/24 21:00,3/21/24 21:30,13.36,12.72
3/21/24 21:30,3/21/24 22:00,3/21/24 21:30,3/21/24 22:00,11.03,10.5
3/21/24 22:00,3/21/24 22:30,3/21/24 22:00,3/21/24 22:30,11.45,10.9
3/21/24 22:30,3/21/24 23:00,3/21/24 22:30,3/21/24 23:00,6.3,6
3/21/24 23:00,3/21/24 23:30,3/21/24 23:00,3/21/24 23:30,7.56,7.2
3/21/24 23:30,3/22/24 0:00,3/21/24 23:30,3/22/24 0:00,5.88,5.6
3/22/24 0:00,3/22/24 0:30,3/22/24 0:00,3/22/24 0:30,6.22,5.92
3/22/24 0:30,3/22/24 1:00,3/22/24 0:30,3/22/24 1:00,9.03,8.6
3/22/24 1:00,3/22/24 1:30,3/22/24 1:00,3/22/24 1:30,8.34,7.94
3/22/24 1:30,3/22/24 2:00,3/22/24 1:30,3/22/24 2:00,7.01,6.68
3/22/24 2:00,3/22/24 2:30,3/22/24 2:00,3/22/24 2:30,7.41,7.06
3/22/24 2:30,3/22/24 3:00,3/22/24 2:30,3/22/24 3:00,6.93,6.6
3/22/24 3:00,3/22/24 3:30,3/22/24 3:00,3/22/24 3:30,6.3,6
3/22/24 3:30,3/22/24 4:00,3/22/24 3:30,3/22/24 4:00,6.3,6
3/22/24 4:00,3/22/24 4:30,3/22/24 4:00,3/22/24 4:30,6.72,6.4
3/22/24 4:30,3/22/24 5:00,3/22/24 4:30,3/22/24 5:00,6.72,6.4
3/22/24 5:00,3/22/24 5:30,3/22/24 5:00,3/22/24 5:30,8.19,7.8
3/22/24 5:30,3/22/24 6:00,3/22/24 5:30,3/22/24 6:00,8.4,8
3/22/24 6:00,3/22/24 6:30,3/22/24 6:00,3/22/24 6:30,10.42,9.92
3/22/24 6:30,3/22/24 7:00,3/22/24 6:30,3/22/24 7:00,13.57,12.92
3/22/24 7:00,3/22/24 7:30,3/22/24 7:00,3/22/24 7:30,12.16,11.58
3/22/24 7:30,3/22/24 8:00,3/22/24 7:30,3/22/24 8:00,13.57,12.92
3/22/24 8:00,3/22/24 8:30,3/22/24 8:00,3/22/24 8:30,13.27,12.64
3/22/24 8:30,3/22/24 9:00,3/22/24 8:30,3/22/24 9:00,13.15,12.52
3/22/24 9:00,3/22/24 9:30,3/22/24 9:00,3/22/24 9:30,13.52,12.88
3/22/24 9:30,3/22/24 10:00,3/22/24 9:30,3/22/24 10:00,12.6,12
3/22/24 10:00,3/22/24 10:30,3/22/24 10:00,3/22/24 10:30,11.76,11.2
3/22/24 10:30,3/22/24 11:00,3/22/24 10:30,3/22/24 11:00,11.26,10.72
3/22/24 11:00,3/22/24 11:30,3/22/24 11:00,3/22/24 11:30,9.45,9
3/22/24 11:30,3/22/24 12:00,3/22/24 11:30,3/22/24 12:00,9.53,9.08
3/22/24 12:00,3/22/24 12:30,3/22/24 12:00,3/22/24 12:30,10.69,10.18
3/22/24 12:30,3/22/24 13:00,3/22/24 12:30,3/22/24 13:00,9.24,8.8
3/22/24 13:00,3/22/24 13:30,3/22/24 13:00,3/22/24 13:30,12.6,12
3/22/24 13:30,3/22/24 14:00,3/22/24 13:30,3/22/24 14:00,11.34,10.8
3/22/24 14:00,3/22/24 14:30,3/22/24 14:00,3/22/24 14:30,9.82,9.35
3/22/24 14:30,3/22/24 15:00,3/22/24 14:30,3/22/24 15:00,8.93,8.5
3/22/24 15:00,3/22/24 15:30,3/22/24 15:00,3/22/24 15:30,8.51,8.1
3/22/24 15:30,3/22/24 16:00,3/22/24 15:30,3/22/24 16:00,10.84,10.32
3/22/24 16:00,3/22/24 16:30,3/22/24 16:00,3/22/24 16:30,24.61,23.44
3/22/24 16:30,3/22/24 17:00,3/22/24 16:30,3/22/24 17:00,25.2,24
3/22/24 17:00,3/22/24 17:30,3/22/24 17:00,3/22/24 17:30,25.75,24.52
3/22/24 17:30,3/22/24 18:00,3/22/24 17:30,3/22/24 18:00,27.99,26.66
3/22/24 18:00,3/22/24 18:30,3/22/24 18:00,3/22/24 18:30,30.24,28.8
3/22/24 18:30,3/22/24 19:00,3/22/24 18:30,3/22/24 19:00,31.56,30.06
3/22/24 19:00,3/22/24 19:30,3/22/24 19:00,3/22/24 19:30,18.14,17.28
3/22/24 19:30,3/22/24 20:00,3/22/24 19:30,3/22/24 20:00,15.52,14.78
3/22/24 20:00,3/22/24 20:30,3/22/24 20:00,3/22/24 20:30,13.76,13.1
3/22/24 20:30,3/22/24 21:00,3/22/24 20:30,3/22/24 21:00,11.09,10.56
3/22/24 21:00,3/22/24 21:30,3/22/24 21:00,3/22/24 21:30,11.76,11.2
3/22/24 21:30,3/22/24 22:00,3/22/24 21:30,3/22/24 22:00,10.44,9.94
3/22/24 22:00,3/22/24 22:30,3/22/24 22:00,3/22/24 22:30,9.58,9.12
3/22/24 22:30,3/22/24 23:00,3/22/24 22:30,3/22/24 23:00,7.56,7.2
3/22/24 23:00,3/22/24 23:30,3/22/24 23:00,3/22/24 23:30,4.43,4.22
3/22/24 23:30,3/23/24 0:00,3/22/24 23:30,3/23/24 0:00,1.26,1.2
3/23/24 0:00,3/23/24 0:30,3/23/24 0:00,3/23/24 0:30,1.05,1
3/23/24 0:30,3/23/24 1:00,3/23/24 0:30,3/23/24 1:00,3.78,3.6
3/23/24 1:00,3/23/24 1:30,3/23/24 1:00,3/23/24 1:30,2.08,1.98
3/23/24 1:30,3/23/24 2:00,3/23/24 1:30,3/23/24 2:00,0,0
3/23/24 2:00,3/23/24 2:30,3/23/24 2:00,3/23/24 2:30,0.84,0.8
3/23/24 2:30,3/23/24 3:00,3/23/24 2:30,3/23/24 3:00,0.34,0.32
3/23/24 3:00,3/23/24 3:30,3/23/24 3:00,3/23/24 3:30,0.02,0.02
3/23/24 3:30,3/23/24 4:00,3/23/24 3:30,3/23/24 4:00,0,0
3/23/24 4:00,3/23/24 4:30,3/23/24 4:00,3/23/24 4:30,0.42,0.4
3/23/24 4:30,3/23/24 5:00,3/23/24 4:30,3/23/24 5:00,0,0
3/23/24 5:00,3/23/24 5:30,3/23/24 5:00,3/23/24 5:30,0.21,0.2
3/23/24 5:30,3/23/24 6:00,3/23/24 5:30,3/23/24 6:00,0.84,0.8
3/23/24 6:00,3/23/24 6:30,3/23/24 6:00,3/23/24 6:30,1.05,1
3/23/24 6:30,3/23/24 7:00,3/23/24 6:30,3/23/24 7:00,1.68,1.6
3/23/24 7:00,3/23/24 7:30,3/23/24 7:00,3/23/24 7:30,1.05,1
3/23/24 7:30,3/23/24 8:00,3/23/24 7:30,3/23/24 8:00,1.95,1.86
3/23/24 8:00,3/23/24 8:30,3/23/24 8:00,3/23/24 8:30,-0.63,-0.6
3/23/24 8:30,3/23/24 9:00,3/23/24 8:30,3/23/24 9:00,1.11,1.06
3/23/24 9:00,3/23/24 9:30,3/23/24 9:00,3/23/24 9:30,0.25,0.24
3/23/24 9:30,3/23/24 10:00,3/23/24 9:30,3/23/24 10:00,0.21,0.2
3/23/24 10:00,3/23/24 10:30,3/23/24 10:00,3/23/24 10:30,0.46,0.44
3/23/24 10:30,3/23/24 11:00,3/23/24 10:30,3/23/24 11:00,0,0
3/23/24 11:00,3/23/24 11:30,3/23/24 11:00,3/23/24 11:30,0,0
3/23/24 11:30,3/23/24 12:00,3/23/24 11:30,3/23/24 12:00,0,0
3/23/24 12:00,3/23/24 12:30,3/23/24 12:00,3/23/24 12:30,0,0
3/23/24 12:30,3/23/24 13:00,3/23/24 12:30,3/23/24 13:00,0,0
3/23/24 13:00,3/23/24 13:30,3/23/24 13:00,3/23/24 13:30,0,0
3/23/24 13:30,3/23/24 14:00,3/23/24 13:30,3/23/24 14:00,0,0
3/23/24 14:00,3/23/24 14:30,3/23/24 14:00,3/23/24 14:30,0,0
3/23/24 14:30,3/23/24 15:00,3/23/24 14:30,3/23/24 15:00,0.84,0.8
3/23/24 15:00,3/23/24 15:30,3/23/24 15:00,3/23/24 15:30,-0.61,-0.58
3/23/24 15:30,3/23/24 16:00,3/23/24 15:30,3/23/24 16:00,0.84,0.8
3/23/24 16:00,3/23/24 16:30,3/23/24 16:00,3/23/24 16:30,14.7,14
3/23/24 16:30,3/23/24 17:00,3/23/24 16:30,3/23/24 17:00,21.55,20.52
3/23/24 17:00,3/23/24 17:30,3/23/24 17:00,3/23/24 17:30,21.11,20.1
3/23/24 17:30,3/23/24 18:00,3/23/24 17:30,3/23/24 18:00,26.31,25.06
3/23/24 18:00,3/23/24 18:30,3/23/24 18:00,3/23/24 18:30,23.94,22.8
3/23/24 18:30,3/23/24 19:00,3/23/24 18:30,3/23/24 19:00,25.24,24.04
3/23/24 19:00,3/23/24 19:30,3/23/24 19:00,3/23/24 19:30,11.59,11.04
3/23/24 19:30,3/23/24 20:00,3/23/24 19:30,3/23/24 20:00,9.43,8.98
3/23/24 20:00,3/23/24 20:30,3/23/24 20:00,3/23/24 20:30,10.92,10.4
3/23/24 20:30,3/23/24 21:00,3/23/24 20:30,3/23/24 21:00,6.28,5.98
3/23/24 21:00,3/23/24 21:30,3/23/24 21:00,3/23/24 21:30,9.28,8.84
3/23/24 21:30,3/23/24 22:00,3/23/24 21:30,3/23/24 22:00,4.57,4.35
3/23/24 22:00,3/23/24 22:30,3/23/24 22:00,3/23/24 22:30,8.19,7.8
3/23/24 22:30,3/23/24 23:00,3/23/24 22:30,3/23/24 23:00,1.89,1.8
3/23/24 23:00,3/23/24 23:30,3/23/24 23:00,3/23/24 23:30,2.31,2.2
3/23/24 23:30,3/24/24 0:00,3/23/24 23:30,3/24/24 0:00,0.21,0.2
3/24/24 0:00,3/24/24 0:30,3/24/24 0:00,3/24/24 0:30,0.21,0.2
3/24/24 0:30,3/24/24 1:00,3/24/24 0:30,3/24/24 1:00,4.2,4
3/24/24 1:00,3/24/24 1:30,3/24/24 1:00,3/24/24 1:30,2.52,2.4
3/24/24 1:30,3/24/24 2:00,3/24/24 1:30,3/24/24 2:00,0.82,0.78
3/24/24 2:00,3/24/24 2:30,3/24/24 2:00,3/24/24 2:30,0,0
3/24/24 2:30,3/24/24 3:00,3/24/24 2:30,3/24/24 3:00,0,0
3/24/24 3:00,3/24/24 3:30,3/24/24 3:00,3/24/24 3:30,0,0
3/24/24 3:30,3/24/24 4:00,3/24/24 3:30,3/24/24 4:00,0,0
3/24/24 4:00,3/24/24 4:30,3/24/24 4:00,3/24/24 4:30,0.04,0.04
3/24/24 4:30,3/24/24 5:00,3/24/24 4:30,3/24/24 5:00,0.21,0.2
3/24/24 5:00,3/24/24 5:30,3/24/24 5:00,3/24/24 5:30,0.21,0.2
3/24/24 5:30,3/24/24 6:00,3/24/24 5:30,3/24/24 6:00,0.21,0.2
3/24/24 6:00,3/24/24 6:30,3/24/24 6:00,3/24/24 6:30,0,0
3/24/24 6:30,3/24/24 7:00,3/24/24 6:30,3/24/24 7:00,2.21,2.1
3/24/24 7:00,3/24/24 7:30,3/24/24 7:00,3/24/24 7:30,0.21,0.2
3/24/24 7:30,3/24/24 8:00,3/24/24 7:30,3/24/24 8:00,0.42,0.4
3/24/24 8:00,3/24/24 8:30,3/24/24 8:00,3/24/24 8:30,-3.78,-3.6
3/24/24 8:30,3/24/24 9:00,3/24/24 8:30,3/24/24 9:00,-1.03,-0.98
3/24/24 9:00,3/24/24 9:30,3/24/24 9:00,3/24/24 9:30,-1.03,-0.98
3/24/24 9:30,3/24/24 10:00,3/24/24 9:30,3/24/24 10:00,0.21,0.2
3/24/24 10:00,3/24/24 10:30,3/24/24 10:00,3/24/24 10:30,2.65,2.52
3/24/24 10:30,3/24/24 11:00,3/24/24 10:30,3/24/24 11:00,6.13,5.84
3/24/24 11:00,3/24/24 11:30,3/24/24 11:00,3/24/24 11:30,5.25,5
3/24/24 11:30,3/24/24 12:00,3/24/24 11:30,3/24/24 12:00,11.76,11.2
3/24/24 12:00,3/24/24 12:30,3/24/24 12:00,3/24/24 12:30,13.65,13
3/24/24 12:30,3/24/24 13:00,3/24/24 12:30,3/24/24 13:00,14.7,14
3/24/24 13:00,3/24/24 13:30,3/24/24 13:00,3/24/24 13:30,14.34,13.66
3/24/24 13:30,3/24/24 14:00,3/24/24 13:30,3/24/24 14:00,14.11,13.44
3/24/24 14:00,3/24/24 14:30,3/24/24 14:00,3/24/24 14:30,14.01,13.34
3/24/24 14:30,3/24/24 15:00,3/24/24 14:30,3/24/24 15:00,12.39,11.8
3/24/24 15:00,3/24/24 15:30,3/24/24 15:00,3/24/24 15:30,12.96,12.34
3/24/24 15:30,3/24/24 16:00,3/24/24 15:30,3/24/24 16:00,13.86,13.2
3/24/24 16:00,3/24/24 16:30,3/24/24 16:00,3/24/24 16:30,27.05,25.76
3/24/24 16:30,3/24/24 17:00,3/24/24 16:30,3/24/24 17:00,27.76,26.44
3/24/24 17:00,3/24/24 17:30,3/24/24 17:00,3/24/24 17:30,25.75,24.52
3/24/24 17:30,3/24/24 18:00,3/24/24 17:30,3/24/24 18:00,30.56,29.1
3/24/24 18:00,3/24/24 18:30,3/24/24 18:00,3/24/24 18:30,30.66,29.2
3/24/24 18:30,3/24/24 19:00,3/24/24 18:30,3/24/24 19:00,32.55,31
3/24/24 19:00,3/24/24 19:30,3/24/24 19:00,3/24/24 19:30,19.72,18.78
3/24/24 19:30,3/24/24 20:00,3/24/24 19:30,3/24/24 20:00,16.13,15.36
3/24/24 20:00,3/24/24 20:30,3/24/24 20:00,3/24/24 20:30,19.74,18.8
3/24/24 20:30,3/24/24 21:00,3/24/24 20:30,3/24/24 21:00,16.3,15.52
3/24/24 21:00,3/24/24 21:30,3/24/24 21:00,3/24/24 21:30,17.85,17
3/24/24 21:30,3/24/24 22:00,3/24/24 21:30,3/24/24 22:00,14.43,13.74
3/24/24 22:00,3/24/24 22:30,3/24/24 22:00,3/24/24 22:30,16.38,15.6
3/24/24 22:30,3/24/24 23:00,3/24/24 22:30,3/24/24 23:00,10.71,10.2
3/24/24 23:00,3/24/24 23:30,3/24/24 23:00,3/24/24 23:30,14.7,14
3/24/24 23:30,3/25/24 0:00,3/24/24 23:30,3/25/24 0:00,13.44,12.8
3/25/24 0:00,3/25/24 0:30,3/25/24 0:00,3/25/24 0:30,13.61,12.96
3/25/24 0:30,3/25/24 1:00,3/25/24 0:30,3/25/24 1:00,14.7,14
3/25/24 1:00,3/25/24 1:30,3/25/24 1:00,3/25/24 1:30,13.65,13
