Valid_From_UTC,Valid_To_UTC,Valid_From_Local,Valid_To_Local,Price_Inc_VAT,Price_Ex_VAT
10/14/22 4:30,10/14/22 5:00,10/14/22 5:30,10/14/22 6:00,33.39,31.8
10/14/22 5:00,10/14/22 5:30,10/14/22 6:00,10/14/22 6:30,31.71,30.2
10/14/22 5:30,10/14/22 6:00,10/14/22 6:30,10/14/22 7:00,31.5,30.0
10/14/22 6:00,10/14/22 6:30,10/14/22 7:00,10/14/22 7:30,35.8,34.09
10/14/22 6:30,10/14/22 7:00,10/14/22 7:30,10/14/22 8:00,35.8,34.09
10/14/22 7:00,10/14/22 7:30,10/14/22 8:00,10/14/22 8:30,35.8,34.09
10/14/22 7:30,10/14/22 8:00,10/14/22 8:30,10/14/22 9:00,35.8,34.09
10/14/22 8:00,10/14/22 8:30,10/14/22 9:00,10/14/22 9:30,35.8,34.09
10/14/22 8:30,10/14/22 9:00,10/14/22 9:30,10/14/22 10:00,35.8,34.09
10/14/22 9:00,10/14/22 9:30,10/14/22 10:00,10/14/22 10:30,35.8,34.09
10/14/22 9:30,10/14/22 10:00,10/14/22 10:30,10/14/22 11:00,35.8,34.09
10/14/22 10:00,10/14/22 10:30,10/14/22 11:00,10/14/22 11:30,35.8,34.09
10/14/22 10:30,10/14/22 11:00,10/14/22 11:30,10/14/22 12:00,35.8,34.09
10/14/22 11:00,10/14/22 11:30,10/14/22 12:00,10/14/22 12:30,35.8,34.09
10/14/22 11:30,10/14/22 12:00,10/14/22 12:30,10/14/22 13:00,35.8,34.09
10/14/22 12:00,10/14/22 12:30,10/14/22 13:00,10/14/22 13:30,35.8,34.09
10/14/22 12:30,10/14/22 13:00,10/14/22 13:30,10/14/22 14:00,35.62,33.92
10/14/22 13:00,10/14/22 13:30,10/14/22 14:00,10/14/22 14:30,35.8,34.09
10/14/22 13:30,10/14/22 14:00,10/14/22 14:30,10/14/22 15:00,34.65,33.0
10/14/22 14:00,10/14/22 14:30,10/14/22 15:00,10/14/22 15:30,32.11,30.58
10/14/22 14:30,10/14/22 15:00,10/14/22 15:30,10/14/22 16:00,35.8,34.09
10/14/22 15:00,10/14/22 15:30,10/14/22 16:00,10/14/22 16:30,37.15,35.38
10/14/22 15:30,10/14/22 16:00,10/14/22 16:30,10/14/22 17:00,37.15,35.38
10/14/22 16:00,10/14/22 16:30,10/14/22 17:00,10/14/22 17:30,37.15,35.38
10/14/22 16:30,10/14/22 17:00,10/14/22 17:30,10/14/22 18:00,37.15,35.38
10/14/22 17:00,10/14/22 17:30,10/14/22 18:00,10/14/22 18:30,37.15,35.38
10/14/22 17:30,10/14/22 18:00,10/14/22 18:30,10/14/22 19:00,37.15,35.38
10/14/22 18:00,10/14/22 18:30,10/14/22 19:00,10/14/22 19:30,35.8,34.09
10/14/22 18:30,10/14/22 19:00,10/14/22 19:30,10/14/22 20:00,35.8,34.09
10/14/22 19:00,10/14/22 19:30,10/14/22 20:00,10/14/22 20:30,35.8,34.09
10/14/22 19:30,10/14/22 20:00,10/14/22 20:30,10/14/22 21:00,35.8,34.09
10/14/22 20:00,10/14/22 20:30,10/14/22 21:00,10/14/22 21:30,35.8,34.09
10/14/22 20:30,10/14/22 21:00,10/14/22 21:30,10/14/22 22:00,34.78,33.12
10/14/22 21:00,10/14/22 21:30,10/14/22 22:00,10/14/22 22:30,35.49,33.8
10/14/22 21:30,10/14/22 22:00,10/14/22 22:30,10/14/22 23:00,30.47,29.02
10/14/22 22:00,10/14/22 22:30,10/14/22 23:00,10/14/22 23:30,32.26,30.72
10/14/22 22:30,10/14/22 23:00,10/14/22 23:30,10/15/22 0:00,30.87,29.4
10/14/22 23:00,10/14/22 23:30,10/15/22 0:00,10/15/22 0:30,25.2,24.0
10/14/22 23:30,10/15/22 0:00,10/15/22 0:30,10/15/22 1:00,26.25,25.0
10/15/22 0:00,10/15/22 0:30,10/15/22 1:00,10/15/22 1:30,25.2,24.0
10/15/22 0:30,10/15/22 1:00,10/15/22 1:30,10/15/22 2:00,27.83,26.5
10/15/22 1:00,10/15/22 1:30,10/15/22 2:00,10/15/22 2:30,26.46,25.2
10/15/22 1:30,10/15/22 2:00,10/15/22 2:30,10/15/22 3:00,24.15,23.0
10/15/22 2:00,10/15/22 2:30,10/15/22 3:00,10/15/22 3:30,25.62,24.4
10/15/22 2:30,10/15/22 3:00,10/15/22 3:30,10/15/22 4:00,21.48,20.46
10/15/22 3:00,10/15/22 3:30,10/15/22 4:00,10/15/22 4:30,25.16,23.96
10/15/22 3:30,10/15/22 4:00,10/15/22 4:30,10/15/22 5:00,21.48,20.46
10/15/22 4:00,10/15/22 4:30,10/15/22 5:00,10/15/22 5:30,23.25,22.14
10/15/22 4:30,10/15/22 5:00,10/15/22 5:30,10/15/22 6:00,28.35,27.0
10/15/22 5:00,10/15/22 5:30,10/15/22 6:00,10/15/22 6:30,25.2,24.0
10/15/22 5:30,10/15/22 6:00,10/15/22 6:30,10/15/22 7:00,30.24,28.8
10/15/22 6:00,10/15/22 6:30,10/15/22 7:00,10/15/22 7:30,25.83,24.6
10/15/22 6:30,10/15/22 7:00,10/15/22 7:30,10/15/22 8:00,35.8,34.09
10/15/22 7:00,10/15/22 7:30,10/15/22 8:00,10/15/22 8:30,32.07,30.54
10/15/22 7:30,10/15/22 8:00,10/15/22 8:30,10/15/22 9:00,35.8,34.09
10/15/22 8:00,10/15/22 8:30,10/15/22 9:00,10/15/22 9:30,35.8,34.09
10/15/22 8:30,10/15/22 9:00,10/15/22 9:30,10/15/22 10:00,34.02,32.4
10/15/22 9:00,10/15/22 9:30,10/15/22 10:00,10/15/22 10:30,35.49,33.8
10/15/22 9:30,10/15/22 10:00,10/15/22 10:30,10/15/22 11:00,29.82,28.4
10/15/22 10:00,10/15/22 10:30,10/15/22 11:00,10/15/22 11:30,25.78,24.55
10/15/22 10:30,10/15/22 11:00,10/15/22 11:30,10/15/22 12:00,23.79,22.66
10/15/22 11:00,10/15/22 11:30,10/15/22 12:00,10/15/22 12:30,23.52,22.4
10/15/22 11:30,10/15/22 12:00,10/15/22 12:30,10/15/22 13:00,21.5,20.48
10/15/22 12:00,10/15/22 12:30,10/15/22 13:00,10/15/22 13:30,20.37,19.4
10/15/22 12:30,10/15/22 13:00,10/15/22 13:30,10/15/22 14:00,20.37,19.4
10/15/22 13:00,10/15/22 13:30,10/15/22 14:00,10/15/22 14:30,20.37,19.4
10/15/22 13:30,10/15/22 14:00,10/15/22 14:30,10/15/22 15:00,20.37,19.4
10/15/22 14:00,10/15/22 14:30,10/15/22 15:00,10/15/22 15:30,20.37,19.4
10/15/22 14:30,10/15/22 15:00,10/15/22 15:30,10/15/22 16:00,22.26,21.2
10/15/22 15:00,10/15/22 15:30,10/15/22 16:00,10/15/22 16:30,32.97,31.4
10/15/22 15:30,10/15/22 16:00,10/15/22 16:30,10/15/22 17:00,35.8,34.09
10/15/22 16:00,10/15/22 16:30,10/15/22 17:00,10/15/22 17:30,35.8,34.09
10/15/22 16:30,10/15/22 17:00,10/15/22 17:30,10/15/22 18:00,35.8,34.09
10/15/22 17:00,10/15/22 17:30,10/15/22 18:00,10/15/22 18:30,35.8,34.09
10/15/22 17:30,10/15/22 18:00,10/15/22 18:30,10/15/22 19:00,35.8,34.09
10/15/22 18:00,10/15/22 18:30,10/15/22 19:00,10/15/22 19:30,34.46,32.82
10/15/22 18:30,10/15/22 19:00,10/15/22 19:30,10/15/22 20:00,22.95,21.86
10/15/22 19:00,10/15/22 19:30,10/15/22 20:00,10/15/22 20:30,26.88,25.6
10/15/22 19:30,10/15/22 20:00,10/15/22 20:30,10/15/22 21:00,24.86,23.68
10/15/22 20:00,10/15/22 20:30,10/15/22 21:00,10/15/22 21:30,25.2,24.0
10/15/22 20:30,10/15/22 21:00,10/15/22 21:30,10/15/22 22:00,25.2,24.0
10/15/22 21:00,10/15/22 21:30,10/15/22 22:00,10/15/22 22:30,29.61,28.2
10/15/22 21:30,10/15/22 22:00,10/15/22 22:30,10/15/22 23:00,25.2,24.0
10/15/22 22:00,10/15/22 22:30,10/15/22 23:00,10/15/22 23:30,31.69,30.18
10/15/22 22:30,10/15/22 23:00,10/15/22 23:30,10/16/22 0:00,22.18,21.12
10/15/22 23:00,10/15/22 23:30,10/16/22 0:00,10/16/22 0:30,20.37,19.4
10/15/22 23:30,10/16/22 0:00,10/16/22 0:30,10/16/22 1:00,17.01,16.2
10/16/22 0:00,10/16/22 0:30,10/16/22 1:00,10/16/22 1:30,17.03,16.22
10/16/22 0:30,10/16/22 1:00,10/16/22 1:30,10/16/22 2:00,21.8,20.76
10/16/22 1:00,10/16/22 1:30,10/16/22 2:00,10/16/22 2:30,16.8,16.0
10/16/22 1:30,10/16/22 2:00,10/16/22 2:30,10/16/22 3:00,10.71,10.2
10/16/22 2:00,10/16/22 2:30,10/16/22 3:00,10/16/22 3:30,13.46,12.82
10/16/22 2:30,10/16/22 3:00,10/16/22 3:30,10/16/22 4:00,9.03,8.6
10/16/22 3:00,10/16/22 3:30,10/16/22 4:00,10/16/22 4:30,12.77,12.16
10/16/22 3:30,10/16/22 4:00,10/16/22 4:30,10/16/22 5:00,10.08,9.6
10/16/22 4:00,10/16/22 4:30,10/16/22 5:00,10/16/22 5:30,10.29,9.8
10/16/22 4:30,10/16/22 5:00,10/16/22 5:30,10/16/22 6:00,16.59,15.8
10/16/22 5:00,10/16/22 5:30,10/16/22 6:00,10/16/22 6:30,15.27,14.54
10/16/22 5:30,10/16/22 6:00,10/16/22 6:30,10/16/22 7:00,25.81,24.58
10/16/22 6:00,10/16/22 6:30,10/16/22 7:00,10/16/22 7:30,16.97,16.16
10/16/22 6:30,10/16/22 7:00,10/16/22 7:30,10/16/22 8:00,29.82,28.4
10/16/22 7:00,10/16/22 7:30,10/16/22 8:00,10/16/22 8:30,21.63,20.6
10/16/22 7:30,10/16/22 8:00,10/16/22 8:30,10/16/22 9:00,31.77,30.26
10/16/22 8:00,10/16/22 8:30,10/16/22 9:00,10/16/22 9:30,25.2,24.0
10/16/22 8:30,10/16/22 9:00,10/16/22 9:30,10/16/22 10:00,28.56,27.2
10/16/22 9:00,10/16/22 9:30,10/16/22 10:00,10/16/22 10:30,25.41,24.2
10/16/22 9:30,10/16/22 10:00,10/16/22 10:30,10/16/22 11:00,22.51,21.44
10/16/22 10:00,10/16/22 10:30,10/16/22 11:00,10/16/22 11:30,23.52,22.4
10/16/22 10:30,10/16/22 11:00,10/16/22 11:30,10/16/22 12:00,26.68,25.41
10/16/22 11:00,10/16/22 11:30,10/16/22 12:00,10/16/22 12:30,23.39,22.28
10/16/22 11:30,10/16/22 12:00,10/16/22 12:30,10/16/22 13:00,22.68,21.6
10/16/22 12:00,10/16/22 12:30,10/16/22 13:00,10/16/22 13:30,24.15,23.0
10/16/22 12:30,10/16/22 13:00,10/16/22 13:30,10/16/22 14:00,23.1,22.0
10/16/22 13:00,10/16/22 13:30,10/16/22 14:00,10/16/22 14:30,19.8,18.86
10/16/22 13:30,10/16/22 14:00,10/16/22 14:30,10/16/22 15:00,19.95,19.0
10/16/22 14:00,10/16/22 14:30,10/16/22 15:00,10/16/22 15:30,21.61,20.58
10/16/22 14:30,10/16/22 15:00,10/16/22 15:30,10/16/22 16:00,19.7,18.76
10/16/22 15:00,10/16/22 15:30,10/16/22 16:00,10/16/22 16:30,35.8,34.09
10/16/22 15:30,10/16/22 16:00,10/16/22 16:30,10/16/22 17:00,35.8,34.09
10/16/22 16:00,10/16/22 16:30,10/16/22 17:00,10/16/22 17:30,35.8,34.09
10/16/22 16:30,10/16/22 17:00,10/16/22 17:30,10/16/22 18:00,36.07,34.35
10/16/22 17:00,10/16/22 17:30,10/16/22 18:00,10/16/22 18:30,35.8,34.09
10/16/22 17:30,10/16/22 18:00,10/16/22 18:30,10/16/22 19:00,35.8,34.09
10/16/22 18:00,10/16/22 18:30,10/16/22 19:00,10/16/22 19:30,35.8,34.09
10/16/22 18:30,10/16/22 19:00,10/16/22 19:30,10/16/22 20:00,23.52,22.4
10/16/22 19:00,10/16/22 19:30,10/16/22 20:00,10/16/22 20:30,28.9,27.52
10/16/22 19:30,10/16/22 20:00,10/16/22 20:30,10/16/22 21:00,24.11,22.96
10/16/22 20:00,10/16/22 20:30,10/16/22 21:00,10/16/22 21:30,24.11,22.96
10/16/22 20:30,10/16/22 21:00,10/16/22 21:30,10/16/22 22:00,24.11,22.96
10/16/22 21:00,10/16/22 21:30,10/16/22 22:00,10/16/22 22:30,23.1,22.0
10/16/22 21:30,10/16/22 22:00,10/16/22 22:30,10/16/22 23:00,21.0,20.0
10/16/22 22:00,10/16/22 22:30,10/16/22 23:00,10/16/22 23:30,27.36,26.06
10/16/22 22:30,10/16/22 23:00,10/16/22 23:30,10/17/22 0:00,18.61,17.72
10/16/22 23:00,10/16/22 23:30,10/17/22 0:00,10/17/22 0:30,22.28,21.22
10/16/22 23:30,10/17/22 0:00,10/17/22 0:30,10/17/22 1:00,20.37,19.4
10/17/22 0:00,10/17/22 0:30,10/17/22 1:00,10/17/22 1:30,18.48,17.6
10/17/22 0:30,10/17/22 1:00,10/17/22 1:30,10/17/22 2:00,21.86,20.82
10/17/22 1:00,10/17/22 1:30,10/17/22 2:00,10/17/22 2:30,22.85,21.76
10/17/22 1:30,10/17/22 2:00,10/17/22 2:30,10/17/22 3:00,16.13,15.36
10/17/22 2:00,10/17/22 2:30,10/17/22 3:00,10/17/22 3:30,16.23,15.46
10/17/22 2:30,10/17/22 3:00,10/17/22 3:30,10/17/22 4:00,14.7,14.0
10/17/22 3:00,10/17/22 3:30,10/17/22 4:00,10/17/22 4:30,19.95,19.0
10/17/22 3:30,10/17/22 4:00,10/17/22 4:30,10/17/22 5:00,18.9,18.0
10/17/22 4:00,10/17/22 4:30,10/17/22 5:00,10/17/22 5:30,18.14,17.28
10/17/22 4:30,10/17/22 5:00,10/17/22 5:30,10/17/22 6:00,28.56,27.2
10/17/22 5:00,10/17/22 5:30,10/17/22 6:00,10/17/22 6:30,16.8,16.0
10/17/22 5:30,10/17/22 6:00,10/17/22 6:30,10/17/22 7:00,31.42,29.92
10/17/22 6:00,10/17/22 6:30,10/17/22 7:00,10/17/22 7:30,19.34,18.42
10/17/22 6:30,10/17/22 7:00,10/17/22 7:30,10/17/22 8:00,33.81,32.2
10/17/22 7:00,10/17/22 7:30,10/17/22 8:00,10/17/22 8:30,32.55,31.0
10/17/22 7:30,10/17/22 8:00,10/17/22 8:30,10/17/22 9:00,25.68,24.46
10/17/22 8:00,10/17/22 8:30,10/17/22 9:00,10/17/22 9:30,29.4,28.0
10/17/22 8:30,10/17/22 9:00,10/17/22 9:30,10/17/22 10:00,19.49,18.56
10/17/22 9:00,10/17/22 9:30,10/17/22 10:00,10/17/22 10:30,24.36,23.2
10/17/22 9:30,10/17/22 10:00,10/17/22 10:30,10/17/22 11:00,19.55,18.62
10/17/22 10:00,10/17/22 10:30,10/17/22 11:00,10/17/22 11:30,19.78,18.84
10/17/22 10:30,10/17/22 11:00,10/17/22 11:30,10/17/22 12:00,19.34,18.42
10/17/22 11:00,10/17/22 11:30,10/17/22 12:00,10/17/22 12:30,20.54,19.56
10/17/22 11:30,10/17/22 12:00,10/17/22 12:30,10/17/22 13:00,19.34,18.42
10/17/22 12:00,10/17/22 12:30,10/17/22 13:00,10/17/22 13:30,19.76,18.82
10/17/22 12:30,10/17/22 13:00,10/17/22 13:30,10/17/22 14:00,18.69,17.8
10/17/22 13:00,10/17/22 13:30,10/17/22 14:00,10/17/22 14:30,19.32,18.4
10/17/22 13:30,10/17/22 14:00,10/17/22 14:30,10/17/22 15:00,13.65,13.0
10/17/22 14:00,10/17/22 14:30,10/17/22 15:00,10/17/22 15:30,6.3,6.0
10/17/22 14:30,10/17/22 15:00,10/17/22 15:30,10/17/22 16:00,16.8,16.0
10/17/22 15:00,10/17/22 15:30,10/17/22 16:00,10/17/22 16:30,32.09,30.56
10/17/22 15:30,10/17/22 16:00,10/17/22 16:30,10/17/22 17:00,35.8,34.09
10/17/22 16:00,10/17/22 16:30,10/17/22 17:00,10/17/22 17:30,33.94,32.32
10/17/22 16:30,10/17/22 17:00,10/17/22 17:30,10/17/22 18:00,35.8,34.09
10/17/22 17:00,10/17/22 17:30,10/17/22 18:00,10/17/22 18:30,35.8,34.09
10/17/22 17:30,10/17/22 18:00,10/17/22 18:30,10/17/22 19:00,37.09,35.32
10/17/22 18:00,10/17/22 18:30,10/17/22 19:00,10/17/22 19:30,35.8,34.09
10/17/22 18:30,10/17/22 19:00,10/17/22 19:30,10/17/22 20:00,23.31,22.2
10/17/22 19:00,10/17/22 19:30,10/17/22 20:00,10/17/22 20:30,31.94,30.42
10/17/22 19:30,10/17/22 20:00,10/17/22 20:30,10/17/22 21:00,19.34,18.42
10/17/22 20:00,10/17/22 20:30,10/17/22 21:00,10/17/22 21:30,28.56,27.2
10/17/22 20:30,10/17/22 21:00,10/17/22 21:30,10/17/22 22:00,19.34,18.42
10/17/22 21:00,10/17/22 21:30,10/17/22 22:00,10/17/22 22:30,22.76,21.68
10/17/22 21:30,10/17/22 22:00,10/17/22 22:30,10/17/22 23:00,19.34,18.42
10/17/22 22:00,10/17/22 22:30,10/17/22 23:00,10/17/22 23:30,18.56,17.68
10/17/22 22:30,10/17/22 23:00,10/17/22 23:30,10/18/22 0:00,17.41,16.58
10/17/22 23:00,10/17/22 23:30,10/18/22 0:00,10/18/22 0:30,17.96,17.1
10/17/22 23:30,10/18/22 0:00,10/18/22 0:30,10/18/22 1:00,18.14,17.28
10/18/22 0:00,10/18/22 0:30,10/18/22 1:00,10/18/22 1:30,17.28,16.46
10/18/22 0:30,10/18/22 1:00,10/18/22 1:30,10/18/22 2:00,20.27,19.3
10/18/22 1:00,10/18/22 1:30,10/18/22 2:00,10/18/22 2:30,17.41,16.58
10/18/22 1:30,10/18/22 2:00,10/18/22 2:30,10/18/22 3:00,17.28,16.46
10/18/22 2:00,10/18/22 2:30,10/18/22 3:00,10/18/22 3:30,19.11,18.2
10/18/22 2:30,10/18/22 3:00,10/18/22 3:30,10/18/22 4:00,19.53,18.6
10/18/22 3:00,10/18/22 3:30,10/18/22 4:00,10/18/22 4:30,18.9,18.0
10/18/22 3:30,10/18/22 4:00,10/18/22 4:30,10/18/22 5:00,18.9,18.0
10/18/22 4:00,10/18/22 4:30,10/18/22 5:00,10/18/22 5:30,20.39,19.42
10/18/22 4:30,10/18/22 5:00,10/18/22 5:30,10/18/22 6:00,22.85,21.76
10/18/22 5:00,10/18/22 5:30,10/18/22 6:00,10/18/22 6:30,25.64,24.42
10/18/22 5:30,10/18/22 6:00,10/18/22 6:30,10/18/22 7:00,30.6,29.14
10/18/22 6:00,10/18/22 6:30,10/18/22 7:00,10/18/22 7:30,32.55,31.0
10/18/22 6:30,10/18/22 7:00,10/18/22 7:30,10/18/22 8:00,35.8,34.09
10/18/22 7:00,10/18/22 7:30,10/18/22 8:00,10/18/22 8:30,35.8,34.09
10/18/22 7:30,10/18/22 8:00,10/18/22 8:30,10/18/22 9:00,35.7,34.0
10/18/22 8:00,10/18/22 8:30,10/18/22 9:00,10/18/22 9:30,34.67,33.02
10/18/22 8:30,10/18/22 9:00,10/18/22 9:30,10/18/22 10:00,30.39,28.94
10/18/22 9:00,10/18/22 9:30,10/18/22 10:00,10/18/22 10:30,31.82,30.3
10/18/22 9:30,10/18/22 10:00,10/18/22 10:30,10/18/22 11:00,26.88,25.6
10/18/22 10:00,10/18/22 10:30,10/18/22 11:00,10/18/22 11:30,24.55,23.38
10/18/22 10:30,10/18/22 11:00,10/18/22 11:30,10/18/22 12:00,22.26,21.2
10/18/22 11:00,10/18/22 11:30,10/18/22 12:00,10/18/22 12:30,24.15,23.0
10/18/22 11:30,10/18/22 12:00,10/18/22 12:30,10/18/22 13:00,18.75,17.86
10/18/22 12:00,10/18/22 12:30,10/18/22 13:00,10/18/22 13:30,22.26,21.2
10/18/22 12:30,10/18/22 13:00,10/18/22 13:30,10/18/22 14:00,18.56,17.68
10/18/22 13:00,10/18/22 13:30,10/18/22 14:00,10/18/22 14:30,21.27,20.26
10/18/22 13:30,10/18/22 14:00,10/18/22 14:30,10/18/22 15:00,19.34,18.42
10/18/22 14:00,10/18/22 14:30,10/18/22 15:00,10/18/22 15:30,18.06,17.2
10/18/22 14:30,10/18/22 15:00,10/18/22 15:30,10/18/22 16:00,24.33,23.17
10/18/22 15:00,10/18/22 15:30,10/18/22 16:00,10/18/22 16:30,35.8,34.09
10/18/22 15:30,10/18/22 16:00,10/18/22 16:30,10/18/22 17:00,35.8,34.09
10/18/22 16:00,10/18/22 16:30,10/18/22 17:00,10/18/22 17:30,35.8,34.09
10/18/22 16:30,10/18/22 17:00,10/18/22 17:30,10/18/22 18:00,37.15,35.38
10/18/22 17:00,10/18/22 17:30,10/18/22 18:00,10/18/22 18:30,35.8,34.09
10/18/22 17:30,10/18/22 18:00,10/18/22 18:30,10/18/22 19:00,37.15,35.38
10/18/22 18:00,10/18/22 18:30,10/18/22 19:00,10/18/22 19:30,35.8,34.09
10/18/22 18:30,10/18/22 19:00,10/18/22 19:30,10/18/22 20:00,25.2,24.0
10/18/22 19:00,10/18/22 19:30,10/18/22 20:00,10/18/22 20:30,30.81,29.34
10/18/22 19:30,10/18/22 20:00,10/18/22 20:30,10/18/22 21:00,18.06,17.2
10/18/22 20:00,10/18/22 20:30,10/18/22 21:00,10/18/22 21:30,24.78,23.6
10/18/22 20:30,10/18/22 21:00,10/18/22 21:30,10/18/22 22:00,22.89,21.8
10/18/22 21:00,10/18/22 21:30,10/18/22 22:00,10/18/22 22:30,22.05,21.0
10/18/22 21:30,10/18/22 22:00,10/18/22 22:30,10/18/22 23:00,19.45,18.52
10/18/22 22:00,10/18/22 22:30,10/18/22 23:00,10/18/22 23:30,14.91,14.2
10/18/22 22:30,10/18/22 23:00,10/18/22 23:30,10/19/22 0:00,11.55,11.0
10/18/22 23:00,10/18/22 23:30,10/19/22 0:00,10/19/22 0:30,12.18,11.6
10/18/22 23:30,10/19/22 0:00,10/19/22 0:30,10/19/22 1:00,11.55,11.0
10/19/22 0:00,10/19/22 0:30,10/19/22 1:00,10/19/22 1:30,11.76,11.2
10/19/22 0:30,10/19/22 1:00,10/19/22 1:30,10/19/22 2:00,12.52,11.92
10/19/22 1:00,10/19/22 1:30,10/19/22 2:00,10/19/22 2:30,12.1,11.52
10/19/22 1:30,10/19/22 2:00,10/19/22 2:30,10/19/22 3:00,9.64,9.18
10/19/22 2:00,10/19/22 2:30,10/19/22 3:00,10/19/22 3:30,10.44,9.94
10/19/22 2:30,10/19/22 3:00,10/19/22 3:30,10/19/22 4:00,8.4,8.0
10/19/22 3:00,10/19/22 3:30,10/19/22 4:00,10/19/22 4:30,9.45,9.0
10/19/22 3:30,10/19/22 4:00,10/19/22 4:30,10/19/22 5:00,8.4,8.0
10/19/22 4:00,10/19/22 4:30,10/19/22 5:00,10/19/22 5:30,9.62,9.16
10/19/22 4:30,10/19/22 5:00,10/19/22 5:30,10/19/22 6:00,11.53,10.98
